"model","fold","o","p","DLONG","DLAT","autofit_model","autofit_psill","autofit_range","autofit_kappa"
"uk",1,2.77258872223978,2.97591474256046,120.19131,-27.55251,"Nug;Sph","0.7269;0","0;0.1698","0;0"
"uk",1,2.83321334405622,3.55435656918962,120.70425,-27.54408,"Nug;Sph","0.7269;0","0;0.1698","0;0"
"uk",1,4.60517018598809,3.42838220033218,120.52486,-27.53883,"Nug;Sph","0.7269;0","0;0.1698","0;0"
"uk",1,4.17438726989564,3.42273104224796,120.52473,-27.53272,"Nug;Sph","0.7269;0","0;0.1698","0;0"
"uk",1,3.20558793054127,3.44092849364597,120.56821,-27.51118,"Nug;Sph","0.7269;0","0;0.1698","0;0"
"uk",1,2.63905732961526,3.54934985661203,120.77144,-27.5106,"Nug;Sph","0.7269;0","0;0.1698","0;0"
"uk",1,2.484906649788,3.16043148547305,120.33715,-27.49639,"Nug;Sph","0.7269;0","0;0.1698","0;0"
"uk",1,2.77258872223978,2.93674593319361,120.21201,-27.4818,"Nug;Sph","0.7269;0","0;0.1698","0;0"
"uk",1,4.15888308335967,3.39355774475894,120.56204,-27.46859,"Nug;Sph","0.7269;0","0;0.1698","0;0"
"uk",1,3.09104245335832,3.15991267905338,120.36606,-27.4585,"Nug;Sph","0.7269;0","0;0.1698","0;0"
"uk",1,4.47163879336357,3.38282193636041,120.5764,-27.44707,"Nug;Sph","0.7269;0","0;0.1698","0;0"
"uk",1,3.71357206670431,3.4996131341818,120.84227,-27.44295,"Nug;Sph","0.7269;0","0;0.1698","0;0"
"uk",1,3.71357206670431,3.36575398917557,120.57926,-27.42943,"Nug;Sph","0.7269;0","0;0.1698","0;0"
"uk",1,2.99573227355399,3.28900747816442,120.52501,-27.4058,"Nug;Sph","0.7269;0","0;0.1698","0;0"
"uk",1,2.484906649788,2.75454468686485,120.16719,-27.40575,"Nug;Sph","0.7269;0","0;0.1698","0;0"
"uk",1,3.2188758248682,2.91783569559584,120.27026,-27.3852,"Nug;Sph","0.7269;0","0;0.1698","0;0"
"uk",1,3.66356164612965,3.30291719315869,120.5721,-27.38122,"Nug;Sph","0.7269;0","0;0.1698","0;0"
"uk",1,3.09104245335832,3.13556910008697,120.42281,-27.37649,"Nug;Sph","0.7269;0","0;0.1698","0;0"
"uk",1,2.83321334405622,3.08067025394189,120.3963,-27.36182,"Nug;Sph","0.7269;0","0;0.1698","0;0"
"uk",1,2.83321334405622,2.8627692218422,120.27453,-27.34099,"Nug;Sph","0.7269;0","0;0.1698","0;0"
"uk",1,2.83321334405622,3.01611715535546,120.37154,-27.3405,"Nug;Sph","0.7269;0","0;0.1698","0;0"
"uk",1,2.99573227355399,3.36255589603002,120.76295,-27.33515,"Nug;Sph","0.7269;0","0;0.1698","0;0"
"uk",1,3.29583686600433,2.70089601371274,120.20156,-27.32213,"Nug;Sph","0.7269;0","0;0.1698","0;0"
"uk",1,3.29583686600433,2.39879431458985,120.06145,-27.32024,"Nug;Sph","0.7269;0","0;0.1698","0;0"
"uk",1,3.17805383034795,2.6575401482246,120.18359,-27.31692,"Nug;Sph","0.7269;0","0;0.1698","0;0"
"uk",1,3.29583686600433,3.27235964398824,120.68962,-27.29265,"Nug;Sph","0.7269;0","0;0.1698","0;0"
