"model","fold","o","p","DLONG","DLAT","autofit_model","autofit_psill","autofit_range","autofit_kappa"
"uk",1,2.12584791449399,2.37959064792763,120.5625201,-27.81405631,"Nug;Sph","0.8109;0.065","0;1.139","0;0"
"uk",1,1.94591014905531,2.47629288374083,120.7375605,-27.79310656,"Nug;Sph","0.8109;0.065","0;1.139","0;0"
"uk",1,1.38629436111989,2.50613017075868,120.7870003,-27.7689864,"Nug;Sph","0.8109;0.065","0;1.139","0;0"
"uk",1,1.38629436111989,2.51564108836347,120.8726802,-27.76432624,"Nug;Sph","0.8109;0.065","0;1.139","0;0"
"uk",1,3.04452243772342,2.73015845731182,120.2581098,-27.75347629,"Nug;Sph","0.8109;0.065","0;1.139","0;0"
"uk",1,2.30258509299405,2.44760702202608,120.4787699,-27.74366645,"Nug;Sph","0.8109;0.065","0;1.139","0;0"
"uk",1,1.94591014905531,2.47892537319255,120.44683,-27.72280644,"Nug;Sph","0.8109;0.065","0;1.139","0;0"
"uk",1,3.2188758248682,2.71699920177343,120.2665399,-27.69579639,"Nug;Sph","0.8109;0.065","0;1.139","0;0"
"uk",1,2.89037175789616,2.58538284872835,120.6814305,-27.68554672,"Nug;Sph","0.8109;0.065","0;1.139","0;0"
"uk",1,2.30258509299405,2.75056707233013,120.24504,-27.66791644,"Nug;Sph","0.8109;0.065","0;1.139","0;0"
"uk",1,2.77258872223978,2.57308444526145,120.40674,-27.65405646,"Nug;Sph","0.8109;0.065","0;1.139","0;0"
"uk",1,1.50407739677627,2.58286174112352,120.5553501,-27.64077647,"Nug;Sph","0.8109;0.065","0;1.139","0;0"
"uk",1,2.83321334405622,2.7285013396028,120.7284702,-27.59629646,"Nug;Sph","0.8109;0.065","0;1.139","0;0"
"uk",1,2.70805020110221,2.67679536183959,120.3258201,-27.59536647,"Nug;Sph","0.8109;0.065","0;1.139","0;0"
"uk",1,2.77258872223978,2.63836113225635,120.3854301,-27.59212648,"Nug;Sph","0.8109;0.065","0;1.139","0;0"
"uk",1,3.04452243772342,2.70769180221317,120.6286902,-27.58690651,"Nug;Sph","0.8109;0.065","0;1.139","0;0"
"uk",1,2.70805020110221,2.80015753855303,120.7942702,-27.56043648,"Nug;Sph","0.8109;0.065","0;1.139","0;0"
"uk",1,3.17805383034795,2.88847633434329,120.0976701,-27.55404643,"Nug;Sph","0.8109;0.065","0;1.139","0;0"
"uk",1,2.77258872223978,2.71284292822442,120.2845401,-27.5303165,"Nug;Sph","0.8109;0.065","0;1.139","0;0"
"uk",1,3.17805383034795,2.78799455351049,120.6084501,-27.51078649,"Nug;Sph","0.8109;0.065","0;1.139","0;0"
"uk",1,3.17805383034795,2.84902240295087,120.6978202,-27.50165648,"Nug;Sph","0.8109;0.065","0;1.139","0;0"
"uk",1,3.09104245335832,2.9232359293781,120.8176001,-27.4783964,"Nug;Sph","0.8109;0.065","0;1.139","0;0"
"uk",1,3.29583686600433,2.91793484023014,120.7877601,-27.47439643,"Nug;Sph","0.8109;0.065","0;1.139","0;0"
"uk",1,2.56494935746154,2.834449880895,120.6093001,-27.46933649,"Nug;Sph","0.8109;0.065","0;1.139","0;0"
"uk",1,2.07944154167984,2.82871286479563,120.1114901,-27.45834643,"Nug;Sph","0.8109;0.065","0;1.139","0;0"
"uk",1,2.07944154167984,2.80482074763066,120.1205901,-27.42165648,"Nug;Sph","0.8109;0.065","0;1.139","0;0"
"uk",1,3.24376354037598,2.868476243781,120.5708601,-27.4208865,"Nug;Sph","0.8109;0.065","0;1.139","0;0"
"uk",1,2.07944154167984,2.75298098884011,120.2113501,-27.39338653,"Nug;Sph","0.8109;0.065","0;1.139","0;0"
"uk",1,2.30258509299405,2.97866876646904,120.68672,-27.36625641,"Nug;Sph","0.8109;0.065","0;1.139","0;0"
"uk",1,3.40119738166216,2.79425216325577,120.1185201,-27.35144657,"Nug;Sph","0.8109;0.065","0;1.139","0;0"
"uk",1,3.91202300542815,3.042189639036,120.7163899,-27.32351629,"Nug;Sph","0.8109;0.065","0;1.139","0;0"
"uk",1,2.99573227355399,2.8313407198034,120.0614501,-27.32023656,"Nug;Sph","0.8109;0.065","0;1.139","0;0"
"uk",1,3.29583686600433,3.16658834447082,120.8533297,-27.3090861,"Nug;Sph","0.8109;0.065","0;1.139","0;0"
"uk",1,2.63905732961526,2.77933432122774,120.23759,-27.30684663,"Nug;Sph","0.8109;0.065","0;1.139","0;0"
"uk",1,3.2188758248682,2.89170577670653,120.4493701,-27.30263651,"Nug;Sph","0.8109;0.065","0;1.139","0;0"
"uk",1,3.13549421592915,2.99651890226152,120.5988501,-27.3016365,"Nug;Sph","0.8109;0.065","0;1.139","0;0"
"uk",1,3.04452243772342,3.12098395414443,120.7823197,-27.29878616,"Nug;Sph","0.8109;0.065","0;1.139","0;0"
"uk",1,3.04452243772342,3.0624451997008,120.68962,-27.29264632,"Nug;Sph","0.8109;0.065","0;1.139","0;0"
