"k","model","o","p"
2,"hier_lm",3.28952066443753,3.25205111545015
2,"hier_lm",1.84054963339749,3.66479583295282
2,"hier_lm",3.40119738166216,3.30401095740281
2,"hier_lm",1.38629436111989,1.55526647281026
2,"hier_lm",2.07944154167984,1.8304263229444
2,"hier_lm",2.07944154167984,1.92834248980448
2,"hier_lm",4.77912349311153,3.94260878540266
2,"hier_lm",4.77912349311153,3.78483129078864
2,"hier_lm",6.92657703322272,3.78478336452002
2,"hier_lm",4.64439089914137,3.58469332507559
2,"hier_lm",2.30258509299405,2.52278481343099
2,"hier_lm",3.63758615972639,3.5318234821154
2,"hier_lm",3.61091791264422,3.75376335842659
2,"hier_lm",4.38202663467388,3.54789613729152
2,"hier_lm",1.38629436111989,1.86457019632131
2,"hier_lm",4.43081679884331,3.44466424920686
2,"hier_lm",2.83321334405622,3.33985712247865
2,"hier_lm",2.484906649788,2.35050077608427
2,"hier_lm",2.89037175789616,3.08716469137934
2,"hier_lm",4.06044301054642,3.38819054023097
2,"hier_lm",2.484906649788,2.66150263801075
2,"hier_lm",4.14313472639153,3.26085820801218
2,"hier_lm",1.79175946922805,1.3623434459668
2,"hier_lm",2.07944154167984,2.89581706079049
2,"hier_lm",2.19722457733622,2.22337893144573
2,"hier_lm",4.68213122712422,3.79112445939037
2,"hier_lm",2.484906649788,2.07079164063326
2,"hier_lm",3.09104245335832,2.70571750426831
2,"hier_lm",3.13549421592915,3.66971174685076
2,"hier_lm",2.484906649788,2.15672320498139
2,"hier_lm",3.13549421592915,3.1125966335866
2,"hier_lm",2.63905732961526,3.9251448981738
2,"hier_lm",3.87120101090789,3.3845085314449
2,"hier_lm",5.01727983681492,4.11004808310704
2,"hier_lm",4.29045944114839,4.12730436737234
2,"hier_lm",2.94443897916644,3.14282482892555
2,"hier_lm",4.30406509320417,4.18757448606774
2,"hier_lm",3.87120101090789,3.67505634358523
2,"hier_lm",2.83321334405622,4.14788303179239
2,"hier_lm",2.56494935746154,2.60432574409074
2,"hier_lm",3.76120011569356,3.94287122171588
2,"hier_lm",3.87120101090789,3.89332099153542
2,"hier_lm",4.39444915467244,3.88019551148345
2,"hier_lm",3.04452243772342,2.80833706870177
2,"hier_lm",2.56494935746154,2.05306071895222
2,"hier_lm",2.94443897916644,3.28091574499194
2,"hier_lm",4.53259949315326,4.32025682235462
2,"hier_lm",2.07944154167984,2.58473787458551
2,"hier_lm",2.99573227355399,2.61025962879807
2,"hier_lm",1.94591014905531,2.14552648504054
2,"hier_lm",2.63905732961526,2.32558224309121
2,"hier_lm",4.86753445045558,4.22470079383718
2,"hier_lm",1.38629436111989,2.17119031375777
2,"hier_lm",2.39789527279837,3.19093174805114
2,"hier_lm",5.28066243130932,2.93013944848571
2,"hier_lm",3.97029191355212,3.48596621110822
2,"hier_lm",1.94591014905531,2.24246271734885
2,"hier_lm",2.94443897916644,2.85990762940069
2,"hier_lm",2.07944154167984,2.79939219831148
2,"hier_lm",1.6094379124341,2.1493982426756
2,"hier_lm",1.6094379124341,2.79628264249327
2,"hier_lm",2.39789527279837,2.41638889662679
2,"hier_lm",0.182321556793955,1.98737186858231
2,"hier_lm",3.76120011569356,3.14340130971507
2,"hier_lm",2.484906649788,2.6338110442486
2,"hier_lm",2.63905732961526,2.22852932008491
2,"hier_lm",2.94443897916644,2.34741806603231
2,"hier_lm",-0.510825623765991,1.57735425153147
2,"hier_lm",2.99573227355399,2.40048081240644
2,"hier_lm",4.26267987704132,3.51725480697165
2,"hier_lm",1.6094379124341,2.11316541383578
2,"hier_lm",2.70805020110221,2.88042497014229
2,"hier_lm",2.94443897916644,2.7369455480882
2,"hier_lm",3.09104245335832,4.10155418544981
2,"hier_lm",4.26267987704132,3.12754382007368
2,"hier_lm",1.94591014905531,2.2472255212755
2,"hier_lm",2.07944154167984,1.98712180042961
