"k","model","o","p"
2,"hier_lm",2.89037175789616,3.69506693146061
2,"hier_lm",1.94591014905531,2.63541734928523
2,"hier_lm",4.77912349311153,3.94688700604962
2,"hier_lm",3.09104245335832,2.77156874578195
2,"hier_lm",2.30258509299405,3.02239262151973
2,"hier_lm",3.2188758248682,4.10417898879293
2,"hier_lm",3.29583686600433,2.86408997008701
2,"hier_lm",4.14313472639153,3.90166970650728
2,"hier_lm",3.04452243772342,3.01109809998721
2,"hier_lm",3.55534806148941,3.5669523375735
2,"hier_lm",4.55387689160054,4.18072079315525
2,"hier_lm",4.17438726989564,4.07061405145759
2,"hier_lm",4.67282883446191,3.88254326425073
2,"hier_lm",3.98898404656427,3.76239012530986
2,"hier_lm",4.38202663467388,3.80694305996995
2,"hier_lm",5.12989871492307,3.80895742794489
2,"hier_lm",3.66356164612965,3.21181927137376
2,"hier_lm",4.4188406077966,4.33609651421867
2,"hier_lm",3.52636052461616,4.0007092035571
2,"hier_lm",4.67282883446191,4.47655745135595
2,"hier_lm",2.484906649788,3.07596460801592
2,"hier_lm",2.70805020110221,3.07576655313415
2,"hier_lm",3.25809653802148,3.24956314639116
2,"hier_lm",1.79175946922805,3.73835983725489
2,"hier_lm",4.15888308335967,3.61633007879729
2,"hier_lm",4.34380542185368,3.81233800083318
2,"hier_lm",3.46573590279973,3.90904321442164
2,"hier_lm",2.07944154167984,2.78778003977729
2,"hier_lm",4.47733681447821,3.8454615222169
2,"hier_lm",2.07944154167984,3.07614187382889
2,"hier_lm",3.40119738166216,2.91765631768225
2,"hier_lm",2.70805020110221,3.21056463142682
2,"hier_lm",2.89037175789616,3.16276777493932
2,"hier_lm",3.52636052461616,2.98126652910362
2,"hier_lm",2.39789527279837,2.63180621534117
2,"hier_lm",3.63758615972639,3.70514510245727
2,"hier_lm",3.61091791264422,3.27440707227401
2,"hier_lm",3.36729582998647,2.90345826667384
2,"hier_lm",2.77258872223978,2.72774017750761
2,"hier_lm",3.95124371858143,2.80470063105961
2,"hier_lm",2.56494935746154,2.32263361123796
2,"hier_lm",3.36729582998647,3.15151367461833
2,"hier_lm",2.99573227355399,2.85403589023187
2,"hier_lm",3.46573590279973,2.95735293219005
2,"hier_lm",5.1624976434055,3.99170215830194
2,"hier_lm",2.94443897916644,2.74761163704911
2,"hier_lm",4.69134788222914,3.80922035337555
2,"hier_lm",4.5857834721879,4.04268027490593
2,"hier_lm",3.25809653802148,3.00999860195244
2,"hier_lm",3.13549421592915,3.04041279358589
2,"hier_lm",3.58351893845611,2.63585522757011
2,"hier_lm",2.70805020110221,2.68309965100893
2,"hier_lm",2.77258872223978,3.15119045633409
2,"hier_lm",2.83321334405622,3.35458020500128
2,"hier_lm",4.60517018598809,3.84475141853149
2,"hier_lm",4.17438726989564,3.73944733643592
2,"hier_lm",3.20558793054127,4.21962879882366
2,"hier_lm",2.63905732961526,2.97230689595515
2,"hier_lm",2.484906649788,2.89955362287402
2,"hier_lm",2.77258872223978,2.93416673326859
2,"hier_lm",4.15888308335967,3.93933318963757
2,"hier_lm",3.09104245335832,2.64032977239834
2,"hier_lm",4.47163879336357,3.92607262175557
2,"hier_lm",3.71357206670431,3.09850403118078
2,"hier_lm",3.71357206670431,3.87914127668274
2,"hier_lm",2.99573227355399,4.27095927017317
2,"hier_lm",2.484906649788,2.9194907248977
2,"hier_lm",3.2188758248682,3.1700975284834
2,"hier_lm",3.66356164612965,4.03135465232999
2,"hier_lm",3.09104245335832,3.12266478465061
2,"hier_lm",2.83321334405622,3.01998968557931
2,"hier_lm",2.83321334405622,3.10185275963209
2,"hier_lm",2.83321334405622,2.90455034777367
2,"hier_lm",2.99573227355399,2.77516470226761
2,"hier_lm",3.29583686600433,2.98254943556319
2,"hier_lm",3.29583686600433,2.92915932005258
2,"hier_lm",3.17805383034795,3.20022829653629
2,"hier_lm",3.29583686600433,3.00068678626777
2,"hier_rf",3.63758615972639,3.11229578319985
2,"hier_rf",5.37063802812766,2.96530247926534
2,"hier_rf",3.40119738166216,4.19623925394762
2,"hier_rf",2.99573227355399,3.08121173680715
2,"hier_rf",3.52636052461616,3.10322270588639
2,"hier_rf",2.19722457733622,3.37033317903537
2,"hier_rf",3.40119738166216,3.02725067584147
2,"hier_rf",3.25809653802148,3.11034643669865
2,"hier_rf",3.40119738166216,3.05210681589985
2,"hier_rf",3.46573590279973,3.26494439832885
2,"hier_rf",3.61091791264422,3.36417681852817
2,"hier_rf",3.52636052461616,2.96501478124333
2,"hier_rf",2.89037175789616,3.10982565018488
2,"hier_rf",2.77258872223978,3.20147134417668
2,"hier_rf",2.89037175789616,3.30755856479017
2,"hier_rf",3.8286413964891,3.07954568512048
2,"hier_rf",2.89037175789616,3.09123801292341
2,"hier_rf",2.63905732961526,3.16494813098894
2,"hier_rf",4.28358656186063,3.68998795524263
2,"hier_rf",3.17805383034795,2.93882820882201
2,"hier_rf",2.70805020110221,3.08087442436601
2,"hier_rf",4.31748811353631,3.95697122837265
2,"hier_rf",2.77258872223978,3.20548011468067
2,"hier_rf",3.17805383034795,3.419137254545
2,"hier_rf",3.09104245335832,3.37130950363072
2,"hier_rf",1.94591014905531,3.08195106009343
