"o","p","region","k","model"
4.35670882668959,4.21585911712802,"3.83111133596462",3,"STK"
2.83321334405622,2.66377072210804,"3.36163499440395",3,"STK"
2.99573227355399,2.94308586477459,"2.96704993909177",3,"STK"
3.66356164612965,2.47744986431135,"3.36163499440395",3,"STK"
3.46573590279973,3.2080810560624,"3.36163499440395",3,"STK"
2.30258509299405,2.92897786925031,"2.96704993909177",3,"STK"
4.34963256686288,3.744165069614,"3.83111133596462",3,"STK"
4.70048036579242,3.744165069614,"3.83111133596462",3,"STK"
4.60517018598809,3.744165069614,"3.83111133596462",3,"STK"
2.07944154167984,2.87851211855758,"2.96704993909177",3,"STK"
2.07944154167984,2.8412418598349,"2.96704993909177",3,"STK"
3.44998754583159,3.744165069614,"3.83111133596462",3,"STK"
3.25809653802148,3.72174053027722,"3.83111133596462",3,"STK"
4.18965474202643,3.744165069614,"3.83111133596462",3,"STK"
3.36729582998647,2.93586809691045,"2.96704993909177",3,"STK"
2.89037175789616,2.91875229236254,"2.96704993909177",3,"STK"
2.77258872223978,3.06860104520843,"3.36163499440395",3,"STK"
