NewID,DLAT,DLONG,Zn_ppm,Lithology,Lithcode,Dlith,Dfault,Elevation,Slope,Aspect,Water,NDVI,MainRd,Road,Mine,SOC,pH
365,-28.05507,120.24907,26,regolith,RE,23.6839,20.9066,482.7870914,0.289125252,256.2992032,1.581859918,0.18226,9.459417519,9.459417519,9.578702981,0.89911165,5.894880118
366,-28.05452,120.46110,20,regolith,RE,0.8763,0.7259,473.5731752,0.311410929,238.4601287,0.141843896,0.15321,8.47285092,1.957875119,2.714167571,0.900578113,5.756440415
367,-28.05331,120.80585,55,high grade metamorphic rock,HGMR,0.5914,12.3922,511.8227308,0.369259839,286.4640558,0.114198945,0.17186,4.800168786,4.800168786,11.96568871,0.855689846,5.662303147
368,-28.05237,120.98548,22,regolith,RE,2.0946,2.3282,481.9637953,0.182181987,98.13397148,0.057659841,0.19351,10.56624546,2.815334901,7.216482627,0.832772493,5.614356864
369,-28.05237,120.60454,110,regolith,RE,3.2705,4.5408,503.8510911,0.269447281,70.07599606,0.435317064,0.12806,8.225035739,3.011639543,5.719516284,0.882117051,5.628654254
370,-28.05213,120.79419,41,high grade metamorphic rock,HGMR,1.6946,13.0967,507.8972559,0.238446724,301.8400802,0.300896725,0.19799,5.206249242,5.206249242,11.35127448,0.909576646,5.619180326
371,-28.04884,120.49549,26,igneous mafic volcanic,IMV,0.0000,3.2629,495.020091,0.472448171,212.1753065,0.633549553,0.1405,7.85537252,0.813946636,1.118070157,0.854342943,5.640701597
372,-28.04697,120.38254,24,regolith,RE,9.3704,7.6387,478.3766634,0.289721403,168.7804638,2.191813282,0.20253,8.773182511,8.773182511,8.8765786,0.891479055,5.774204125
373,-28.04432,120.53053,100,igneous mafic intrusive,IMI,0.0000,3.6428,509.5107925,0.773767127,176.675907,0.132851699,0.15401,5.841762728,2.312905519,0.942743852,0.813019062,5.514343494
374,-28.04328,120.17346,8,regolith,RE,22.6853,29.2420,455.4404378,0.161069183,273.5048587,0.268127259,0.18499,10.39437413,10.39437413,10.44696365,0.900766296,5.96014808
375,-28.04244,120.76118,14,regolith,RE,5.2681,15.3217,494.4709061,0.168275572,308.7612582,1.857496794,0.20291,5.969156633,5.969156633,8.612001009,0.900999152,5.629831393
376,-28.04200,120.99045,44,regolith,RE,1.9909,1.9209,483.6740149,0.32009728,105.8352284,0.236724532,0.17829,11.25694293,3.617659965,8.166546747,0.826326815,5.640262232
377,-28.04027,120.59009,2,regolith,RE,2.4155,4.7899,509.7082364,0.298088881,81.42823249,0.298940159,0.11945,6.5749889,4.018505002,3.940148258,0.885695605,5.664670813
378,-28.03781,120.69505,52,regolith,RE,6.0746,12.7346,488.7698242,0.178212873,324.6856131,0.617829229,0.17705,8.706072226,7.778616185,3.321205038,0.831114791,5.742060942
379,-28.03565,120.62949,86,regolith,RE,3.6810,7.8452,497.7276355,0.177814164,89.3843354,0.053221604,0.13676,6.486809837,5.12167781,5.625318835,0.811606283,5.768569954
380,-28.03479,120.55145,181,igneous mafic intrusive,IMI,0.0000,4.6295,526.0294125,0.500802647,90.32830476,0.234034076,0.12245,4.546294886,4.232186335,0.18307667,0.775052284,5.533753701
381,-28.03442,120.50695,120,igneous mafic volcanic,IMV,0.0000,3.8217,510.864546,0.5521283,222.6727411,0.115336674,0.15424,5.619332152,0.472368184,1.340614611,0.843367394,5.388449265
382,-28.03383,120.33124,22,regolith,RE,15.1389,13.3921,490.930971,0.226623637,146.5221375,0.279338244,0.18944,6.83192185,6.83192185,7.28805223,0.835443874,5.934970037
383,-28.03103,121.14176,14,regolith,RE,3.3741,13.1050,457.800883,0.093874442,145.3332495,3.566850123,0.19459,20.62766976,5.722512766,8.434626666,0.751240647,5.640871865
384,-28.03079,121.01234,41,regolith,RE,3.4526,0.1111,475.6015362,0.109284809,87.26647524,0.351112894,0.20522,13.84906708,2.514537453,8.730825279,0.811137297,5.732437575
385,-28.03071,120.24427,8,regolith,RE,21.5517,22.3716,485.8264191,0.313732582,248.7239984,0.519153658,0.18104,7.475645021,7.475645021,7.807619317,0.88310567,5.92884338
386,-28.03010,120.49059,48,sedimentary siliciclastic,SS,0.0000,2.5867,499.0965759,0.542144871,242.9824851,0.1626862,0.15204,6.535659837,0.297229281,1.692866073,0.79850048,5.456458974
387,-28.02903,120.67459,54,regolith,RE,4.2774,11.9943,487.4816798,0.162257847,68.01695559,0.548314418,0.1438,6.969556607,6.969556607,2.931877491,0.788664199,5.696463132
388,-28.02769,120.46115,12,regolith,RE,1.1711,0.4553,480.4449469,0.316345556,230.9955881,0.049610791,0.16606,5.497648012,3.448900458,3.975011711,0.869362267,5.806468146
389,-28.02751,120.47373,14,sedimentary siliciclastic,SS,0.0000,0.7878,486.4117603,0.492726414,255.2020025,0.094613485,0.16373,5.417935542,2.529549213,3.309062105,0.864220274,5.726060611
390,-28.02699,120.41642,22,regolith,RE,6.0468,5.0139,481.9439891,0.273817995,162.7009172,0.419511898,0.20111,6.877365828,6.877365828,7.054110284,0.888802732,5.81854335
391,-28.02646,120.53181,31.5,igneous mafic volcanic,IMV,0.0000,4.0649,540.6004119,0.389005517,187.5720961,0.249893764,0.12102,3.641345174,2.343632321,1.587944716,0.812142705,5.301488018
392,-28.02499,120.86397,14,regolith,RE,4.8252,11.8635,519.8322542,0.393747262,339.410037,2.021069976,0.2088,1.627939999,1.627939999,14.9998674,0.977135711,5.51651132
393,-28.02460,120.83673,11,high grade metamorphic rock,HGMR,2.4596,13.2910,519.2261281,0.441864808,25.59015606,0.27635234,0.15577,0.57804048,0.57804048,12.32952556,0.839244056,5.572606986
394,-28.02435,121.20821,15,regolith,RE,6.3616,19.6940,452.8543007,0.115904736,226.838369,6.070346981,0.18136,26.43626411,6.732282374,8.930643713,0.880729408,5.537405433
395,-28.02340,120.31117,20,regolith,RE,17.4952,15.9020,498.8293499,0.305174018,133.2972054,1.135226565,0.18754,5.805666215,5.805666215,6.00123835,0.854912828,5.803925071
396,-28.02220,121.11220,12,regolith,RE,4.4078,9.7135,461.6459229,0.12982972,180.7611482,1.620768766,0.20225,19.91404008,2.978685992,8.868281118,0.753969553,5.597430598
397,-28.02127,120.18711,24,regolith,RE,20.0937,28.6558,459.5089524,0.195140195,259.376,0.710686324,0.19189,8.189701365,8.189701365,8.39660479,0.893425373,5.897796306
398,-28.02005,120.46173,26,regolith,RE,1.3268,0.7732,485.0486516,0.332803658,219.5711097,0.179431507,0.16628,4.512315896,3.744343497,3.735146319,0.868517732,5.783490538
399,-28.01786,121.08651,22,regolith,RE,5.1160,6.9774,463.995407,0.077349208,168.6430722,0.172573984,0.20126,19.29053345,0.330232615,10.30290701,0.767069337,5.685054154
400,-28.01697,120.77989,12,regolith,RE,3.1085,12.8622,492.9577367,0.252079726,305.0445446,1.696236772,0.20636,2.378075851,2.378075851,6.977089789,0.93885056,5.554363002
401,-28.01514,120.55408,66,regolith,RE,1.4858,4.8310,527.1441785,0.190520698,99.36470187,0.032380256,0.13601,2.574900373,2.518979374,1.224801446,0.856964201,5.522483364
402,-28.01436,120.50913,58,regolith,RE,1.0804,1.6310,514.6503018,0.412230908,310.9437358,0.146434583,0.13603,3.907725122,0.530661559,1.294231773,0.833917019,5.453085322
403,-28.01412,120.37476,12,high grade metamorphic rock,HGMR,10.8572,9.8182,493.625782,0.432322288,189.8004687,0.052416961,0.19251,5.619842058,5.619842058,6.338738565,0.878148064,5.686720962
404,-28.01408,120.91162,30,regolith,RE,4.3221,11.1364,513.827219,0.117786205,229.4513126,2.407752063,0.21113,7.192434375,7.192434375,12.17437999,0.990084024,5.418567859
405,-28.01408,120.59763,8,regolith,RE,1.5822,7.8098,508.0820198,0.2778281,105.0871979,0.150982556,0.14396,4.102347807,4.102347807,4.002094231,0.838671026,5.700847024
406,-28.01375,120.96530,5,igneous volcanic,IV,0.0000,5.4372,493.153688,0.11155933,44.05643697,0.71679135,0.18683,11.51966137,7.218409826,10.81465168,0.834005932,5.779490045
407,-28.01299,120.38417,18,high grade metamorphic rock,HGMR,9.8622,8.9154,495.4314587,0.47576072,182.993306,0.00967018,0.17235,5.774187218,5.774187218,5.968028194,0.845658847,5.648641581
408,-28.01257,120.50264,74,regolith,RE,0.7439,1.4439,512.5510065,0.353751901,268.8320982,0.212801263,0.12288,4.530415423,0.103028241,1.55054893,0.817224881,5.522573228
409,-28.01245,120.20642,16,regolith,RE,19.0413,27.0290,467.8563979,0.255874797,238.5113251,0.069560141,0.18164,6.653399913,6.653399913,7.655731462,0.873027241,5.829742336
410,-28.00946,120.75510,24,regolith,RE,4.4397,11.6275,485.6641945,0.150690783,330.8157896,2.466309489,0.20199,2.950507099,2.950507099,4.507902474,0.876143958,5.796642509
411,-28.00805,120.45248,29,high grade metamorphic rock,HGMR,2.4706,2.2863,490.6915179,0.383649275,169.7895438,0.479992718,0.16918,3.853575589,3.853575589,4.449542492,0.865033463,5.842010556
412,-28.00456,120.45442,21.76,high grade metamorphic rock,HGMR,2.3149,2.2579,490.6915179,0.383649275,169.7895438,0.479992718,0.16918,3.853575589,3.853575589,4.449542492,0.865033463,5.842010556
413,-28.00391,120.45187,75,high grade metamorphic rock,HGMR,2.6070,2.5442,490.6915179,0.383649275,169.7895438,0.479992718,0.16918,3.853575589,3.853575589,4.449542492,0.865033463,5.842010556
414,-28.00243,120.37349,53.33,high grade metamorphic rock,HGMR,11.2606,10.4646,511.2015384,0.8129952,189.2816501,0.079112932,0.16183,3.720400489,3.720400489,4.625517826,0.822372348,5.405699494
415,-28.00193,120.96030,45,regolith,RE,1.3313,6.4086,499.561039,0.230137569,175.0395753,0.262783881,0.18758,12.09473005,9.419947288,12.82170916,0.853202034,5.803763004
416,-28.00033,120.45625,18,high grade metamorphic rock,HGMR,2.2737,2.2737,496.8595804,0.409275051,182.3607603,0.174797162,0.17006,2.940990405,2.940990405,4.449985692,0.845798024,5.802868207
417,-28.00032,120.47616,6,high grade metamorphic rock,HGMR,0.1888,0.1888,495.1746607,0.562180296,203.3814709,0.343992022,0.15247,2.418022977,2.418022977,2.473062977,0.868040226,5.683685011
419,-27.99881,120.83041,16,high grade metamorphic rock,HGMR,3.4295,13.6715,504.5623917,0.247404853,12.93293541,0.228364827,0.18178,1.825021595,1.825021595,11.13004373,0.864142776,5.622608433
420,-27.99870,120.39391,14,high grade metamorphic rock,HGMR,9.0460,8.5757,515.3163792,0.798902281,186.70352,0.284580013,0.16035,3.800735401,3.800735401,3.777687522,0.777738227,5.446497713
421,-27.99868,120.49585,91,regolith,RE,0.4612,1.1362,514.3206835,0.196027071,280.5765346,1.311404298,0.09955,2.859284321,1.070315999,0.586471229,0.8153565,5.542489568
422,-27.99842,120.39411,43,high grade metamorphic rock,HGMR,9.0282,8.5691,515.3163792,0.798902281,186.70352,0.284580013,0.16035,3.800735401,3.800735401,3.777687522,0.777738227,5.446497713
423,-27.99778,120.47732,13,high grade metamorphic rock,HGMR,0.1600,0.1600,495.1746607,0.562180296,203.3814709,0.343992022,0.15247,2.418022977,2.418022977,2.473062977,0.868040226,5.683685011
424,-27.99748,120.45965,80.5,high grade metamorphic rock,HGMR,2.0281,2.0281,495.4238473,0.541341877,174.1178688,0.354065991,0.16333,2.564324239,2.564324239,3.458208579,0.847279861,5.699278719
425,-27.99733,120.43704,7,regolith,RE,4.3907,4.3442,494.0238954,0.287577176,179.9660359,0.008709304,0.17877,3.706687565,3.706687565,5.388754162,0.89571613,5.867185507
426,-27.99719,120.47430,61,high grade metamorphic rock,HGMR,0.4961,0.4961,495.1746607,0.562180296,203.3814709,0.343992022,0.15247,2.418022977,2.418022977,2.473062977,0.868040226,5.683685011
427,-27.99708,120.29457,10,igneous felsic intrusive,IFI,18.4663,18.8175,518.4697105,0.610040441,101.2063491,0.361880849,0.16164,2.857690508,2.857690508,2.873469383,0.74365077,5.563445261
428,-27.99701,120.63126,49,regolith,RE,1.2150,10.7610,506.4722994,0.328675491,198.1733503,0.480794668,0.14537,2.709720097,2.709720097,3.820500531,0.857275125,5.725237263
429,-27.99665,120.45999,63,high grade metamorphic rock,HGMR,2.0263,2.0263,495.4238473,0.541341877,174.1178688,0.354065991,0.16333,2.564324239,2.564324239,3.458208579,0.847279861,5.699278719
430,-27.99642,120.37595,21,high grade metamorphic rock,HGMR,11.0556,10.4886,511.2015384,0.8129952,189.2816501,0.079112932,0.16183,3.720400489,3.720400489,4.625517826,0.822372348,5.405699494
431,-27.99629,120.46014,60,high grade metamorphic rock,HGMR,2.0223,2.0223,495.4238473,0.541341877,174.1178688,0.354065991,0.16333,2.564324239,2.564324239,3.458208579,0.847279861,5.699278719
432,-27.99629,120.45848,15,high grade metamorphic rock,HGMR,2.1970,2.1970,496.8595804,0.409275051,182.3607603,0.174797162,0.17006,2.940990405,2.940990405,4.449985692,0.845798024,5.802868207
433,-27.99623,120.45852,30,high grade metamorphic rock,HGMR,2.1952,2.1952,496.8595804,0.409275051,182.3607603,0.174797162,0.17006,2.940990405,2.940990405,4.449985692,0.845798024,5.802868207
434,-27.99613,120.58056,53,igneous volcanic,IV,0.0000,5.8505,517.7941856,0.368351751,104.9997419,0.19196842,0.14415,1.648932155,1.648932155,1.183747881,0.853498877,5.768839314
435,-27.99604,120.45853,11,high grade metamorphic rock,HGMR,2.2019,2.2019,496.8595804,0.409275051,182.3607603,0.174797162,0.17006,2.940990405,2.940990405,4.449985692,0.845798024,5.802868207
436,-27.99589,120.38959,14,high grade metamorphic rock,HGMR,9.5657,9.1429,515.3163792,0.798902281,186.70352,0.284580013,0.16035,3.800735401,3.800735401,3.777687522,0.777738227,5.446497713
437,-27.99586,120.45977,109,high grade metamorphic rock,HGMR,2.0741,2.0741,495.4238473,0.541341877,174.1178688,0.354065991,0.16333,2.564324239,2.564324239,3.458208579,0.847279861,5.699278719
438,-27.99573,120.45925,8.5,high grade metamorphic rock,HGMR,2.1336,2.1336,496.8595804,0.409275051,182.3607603,0.174797162,0.17006,2.940990405,2.940990405,4.449985692,0.845798024,5.802868207
439,-27.99568,120.45887,28,high grade metamorphic rock,HGMR,2.1758,2.1758,496.8595804,0.409275051,182.3607603,0.174797162,0.17006,2.940990405,2.940990405,4.449985692,0.845798024,5.802868207
440,-27.99565,120.45934,50,high grade metamorphic rock,HGMR,2.1262,2.1262,496.8595804,0.409275051,182.3607603,0.174797162,0.17006,2.940990405,2.940990405,4.449985692,0.845798024,5.802868207
441,-27.99551,120.45823,80,high grade metamorphic rock,HGMR,2.2493,2.2493,496.8595804,0.409275051,182.3607603,0.174797162,0.17006,2.940990405,2.940990405,4.449985692,0.845798024,5.802868207
442,-27.99533,120.45875,60,high grade metamorphic rock,HGMR,2.1985,2.1985,496.8595804,0.409275051,182.3607603,0.174797162,0.17006,2.940990405,2.940990405,4.449985692,0.845798024,5.802868207
443,-27.99526,120.45976,105.4,high grade metamorphic rock,HGMR,2.0920,2.0920,495.4238473,0.541341877,174.1178688,0.354065991,0.16333,2.564324239,2.564324239,3.458208579,0.847279861,5.699278719
444,-27.99506,120.45943,19.5,high grade metamorphic rock,HGMR,2.1331,2.1331,495.4238473,0.541341877,174.1178688,0.354065991,0.16333,2.564324239,2.564324239,3.458208579,0.847279861,5.699278719
445,-27.99485,120.37966,36,high grade metamorphic rock,HGMR,10.6725,10.1874,511.8911557,0.737594405,190.7277517,0.013047714,0.15984,3.774857023,3.774857023,4.102824526,0.790715839,5.411606486
446,-27.99483,120.37316,8,high grade metamorphic rock,HGMR,11.3865,10.8437,511.2015384,0.8129952,189.2816501,0.079112932,0.16183,3.720400489,3.720400489,4.625517826,0.822372348,5.405699494
447,-27.99480,120.39341,81,high grade metamorphic rock,HGMR,9.1679,8.8132,515.3163792,0.798902281,186.70352,0.284580013,0.16035,3.800735401,3.800735401,3.777687522,0.777738227,5.446497713
448,-27.99439,120.46528,68,high grade metamorphic rock,HGMR,1.5418,1.5418,495.4238473,0.541341877,174.1178688,0.354065991,0.16333,2.564324239,2.564324239,3.458208579,0.847279861,5.699278719
449,-27.99427,120.46018,57,high grade metamorphic rock,HGMR,2.0779,2.0779,495.4238473,0.541341877,174.1178688,0.354065991,0.16333,2.564324239,2.564324239,3.458208579,0.847279861,5.699278719
450,-27.99408,120.46059,73,high grade metamorphic rock,HGMR,2.0413,2.0413,495.4238473,0.541341877,174.1178688,0.354065991,0.16333,2.564324239,2.564324239,3.458208579,0.847279861,5.699278719
451,-27.99405,120.37900,32,high grade metamorphic rock,HGMR,10.7587,10.2914,511.8911557,0.737594405,190.7277517,0.013047714,0.15984,3.774857023,3.774857023,4.102824526,0.790715839,5.411606486
452,-27.99388,120.46050,117.67,high grade metamorphic rock,HGMR,2.0580,2.0580,495.4238473,0.541341877,174.1178688,0.354065991,0.16333,2.564324239,2.564324239,3.458208579,0.847279861,5.699278719
453,-27.99369,120.45776,16,high grade metamorphic rock,HGMR,2.3534,2.3534,496.8595804,0.409275051,182.3607603,0.174797162,0.17006,2.940990405,2.940990405,4.449985692,0.845798024,5.802868207
454,-27.99365,120.45900,16,high grade metamorphic rock,HGMR,2.2238,2.2238,496.8595804,0.409275051,182.3607603,0.174797162,0.17006,2.940990405,2.940990405,4.449985692,0.845798024,5.802868207
455,-27.99342,120.34984,46,regolith,RE,13.9725,13.2713,530.0243497,0.697629188,150.6439116,1.083654282,0.18122,2.050173809,2.050173809,4.494696273,0.839700925,5.294136781
456,-27.99342,120.46763,63.5,high grade metamorphic rock,HGMR,1.3379,1.3379,506.9620182,0.465498634,191.7538558,0.059095341,0.15271,1.620815398,1.620815398,3.604065725,0.784444014,5.692255798
457,-27.99335,120.38276,25,high grade metamorphic rock,HGMR,10.3600,9.9484,530.6247974,0.527885371,176.8178852,0.148634102,0.1748,2.775191925,2.775191925,3.231264979,0.887195695,5.349019852
458,-27.99333,120.38268,8,high grade metamorphic rock,HGMR,10.3691,9.9574,530.6247974,0.527885371,176.8178852,0.148634102,0.1748,2.775191925,2.775191925,3.231264979,0.887195695,5.349019852
459,-27.99323,120.37733,78,high grade metamorphic rock,HGMR,10.9563,10.4979,531.0360761,0.476554624,198.524408,0.737719996,0.18478,2.749313547,2.749313547,3.87341186,0.902347939,5.294897762
460,-27.99277,121.04293,30,regolith,RE,5.5420,1.4010,471.9775046,0.090331306,107.7152158,0.757519094,0.19664,19.67718905,4.442664008,13.65069364,0.811525814,5.724459327
461,-27.99271,120.45051,9,high grade metamorphic rock,HGMR,3.1570,3.1570,504.5558788,0.422083585,206.5445119,0.095780651,0.16831,2.02840522,2.02840522,4.601799196,0.837039982,5.798730616
462,-27.99260,120.45822,11,high grade metamorphic rock,HGMR,2.3444,2.3444,504.5558788,0.422083585,206.5445119,0.095780651,0.16831,2.02840522,2.02840522,4.601799196,0.837039982,5.798730616
463,-27.99258,120.52440,47,regolith,RE,2.7840,0.7044,520.4939396,0.384515623,270.6157956,0.467323694,0.12764,0.31044614,0.31044614,2.603800002,0.936696459,5.832770561
464,-27.99241,120.46764,7,high grade metamorphic rock,HGMR,1.3776,1.3776,506.9620182,0.465498634,191.7538558,0.059095341,0.15271,1.620815398,1.620815398,3.604065725,0.784444014,5.692255798
465,-27.99162,121.13623,25,regolith,RE,1.7384,10.9191,474.1239002,0.340301935,137.0546261,0.438585427,0.16637,24.87556046,1.332237595,3.868390935,0.881886649,5.683802453
466,-27.99127,120.45898,47,high grade metamorphic rock,HGMR,2.3192,2.3192,504.5558788,0.422083585,206.5445119,0.095780651,0.16831,2.02840522,2.02840522,4.601799196,0.837039982,5.798730616
467,-27.99124,120.45902,50,high grade metamorphic rock,HGMR,2.3162,2.3162,504.5558788,0.422083585,206.5445119,0.095780651,0.16831,2.02840522,2.02840522,4.601799196,0.837039982,5.798730616
468,-27.99121,120.45897,103,high grade metamorphic rock,HGMR,2.3226,2.3226,504.5558788,0.422083585,206.5445119,0.095780651,0.16831,2.02840522,2.02840522,4.601799196,0.837039982,5.798730616
469,-27.99113,120.31476,12,igneous felsic intrusive,IFI,17.8687,16.9486,517.4954132,0.572888707,190.9605742,0.410020407,0.16437,1.808972603,1.808972603,2.001339268,0.841426911,5.538041788
470,-27.99108,120.45904,59,high grade metamorphic rock,HGMR,2.3206,2.3206,504.5558788,0.422083585,206.5445119,0.095780651,0.16831,2.02840522,2.02840522,4.601799196,0.837039982,5.798730616
471,-27.99082,120.45711,70,high grade metamorphic rock,HGMR,2.5307,2.5307,504.5558788,0.422083585,206.5445119,0.095780651,0.16831,2.02840522,2.02840522,4.601799196,0.837039982,5.798730616
472,-27.99074,121.04314,41,regolith,RE,5.5369,1.2996,471.9775046,0.090331306,107.7152158,0.757519094,0.19664,19.67718905,4.442664008,13.65069364,0.811525814,5.724459327
473,-27.99032,120.46102,35,high grade metamorphic rock,HGMR,2.1465,2.1465,506.9620182,0.465498634,191.7538558,0.059095341,0.15271,1.620815398,1.620815398,3.604065725,0.784444014,5.692255798
474,-27.99016,120.68595,58,regolith,RE,3.0217,11.9026,483.3746677,0.106952354,143.8779402,0.18407599,0.18899,4.674235824,4.674235824,4.867356662,0.840298663,5.824615152
475,-27.99009,120.45929,99,high grade metamorphic rock,HGMR,2.3347,2.3347,504.5558788,0.422083585,206.5445119,0.095780651,0.16831,2.02840522,2.02840522,4.601799196,0.837039982,5.798730616
476,-27.99006,120.45933,53,high grade metamorphic rock,HGMR,2.3317,2.3317,504.5558788,0.422083585,206.5445119,0.095780651,0.16831,2.02840522,2.02840522,4.601799196,0.837039982,5.798730616
477,-27.99006,120.45879,114.5,high grade metamorphic rock,HGMR,2.3876,2.3876,504.5558788,0.422083585,206.5445119,0.095780651,0.16831,2.02840522,2.02840522,4.601799196,0.837039982,5.798730616
478,-27.99005,120.45927,101,high grade metamorphic rock,HGMR,2.3383,2.3383,504.5558788,0.422083585,206.5445119,0.095780651,0.16831,2.02840522,2.02840522,4.601799196,0.837039982,5.798730616
479,-27.99004,120.45933,87,high grade metamorphic rock,HGMR,2.3325,2.3325,504.5558788,0.422083585,206.5445119,0.095780651,0.16831,2.02840522,2.02840522,4.601799196,0.837039982,5.798730616
480,-27.99001,120.45930,80,high grade metamorphic rock,HGMR,2.3369,2.3369,504.5558788,0.422083585,206.5445119,0.095780651,0.16831,2.02840522,2.02840522,4.601799196,0.837039982,5.798730616
481,-27.98999,120.46270,7,high grade metamorphic rock,HGMR,1.9860,1.9860,506.9620182,0.465498634,191.7538558,0.059095341,0.15271,1.620815398,1.620815398,3.604065725,0.784444014,5.692255798
482,-27.98926,120.45931,12,high grade metamorphic rock,HGMR,2.3660,2.3660,504.5558788,0.422083585,206.5445119,0.095780651,0.16831,2.02840522,2.02840522,4.601799196,0.837039982,5.798730616
483,-27.98900,120.38439,36.67,high grade metamorphic rock,HGMR,10.2775,9.9968,530.6247974,0.527885371,176.8178852,0.148634102,0.1748,2.775191925,2.775191925,3.231264979,0.887195695,5.349019852
484,-27.98899,120.60877,43,regolith,RE,0.4298,8.1202,508.6166269,0.24327968,166.46042,0.151249991,0.14905,1.353020854,1.353020854,1.254191402,0.793403057,5.800992926
485,-27.98895,120.45936,44,high grade metamorphic rock,HGMR,2.3734,2.3734,504.5558788,0.422083585,206.5445119,0.095780651,0.16831,2.02840522,2.02840522,4.601799196,0.837039982,5.798730616
486,-27.98880,120.28591,8,igneous felsic intrusive,IFI,17.4059,20.0293,524.4362996,0.449395596,47.93238054,0.491277814,0.15541,1.867548387,1.867548387,1.698198053,0.707313509,5.588662108
487,-27.98876,120.38277,3,high grade metamorphic rock,HGMR,10.4588,10.1693,530.6247974,0.527885371,176.8178852,0.148634102,0.1748,2.775191925,2.775191925,3.231264979,0.887195695,5.349019852
488,-27.98864,120.45974,108,high grade metamorphic rock,HGMR,2.3464,2.3464,506.9620182,0.465498634,191.7538558,0.059095341,0.15271,1.620815398,1.620815398,3.604065725,0.784444014,5.692255798
489,-27.98846,120.38835,39,high grade metamorphic rock,HGMR,9.8633,9.6301,530.2220627,0.453277354,174.011494,0.0703275,0.17356,2.801070303,2.801070303,2.806924882,0.810266456,5.423019076
490,-27.98836,120.45984,111,high grade metamorphic rock,HGMR,2.3457,2.3457,506.9620182,0.465498634,191.7538558,0.059095341,0.15271,1.620815398,1.620815398,3.604065725,0.784444014,5.692255798
491,-27.98830,120.44971,7,high grade metamorphic rock,HGMR,3.3976,3.3976,501.4033948,0.353177145,210.6296516,0.040003793,0.17232,2.436348726,2.436348726,5.425483352,0.903806973,5.909823124
492,-27.98809,120.45992,96,high grade metamorphic rock,HGMR,2.3468,2.3468,506.9620182,0.465498634,191.7538558,0.059095341,0.15271,1.620815398,1.620815398,3.604065725,0.784444014,5.692255798
493,-27.98793,120.45751,70,high grade metamorphic rock,HGMR,2.6058,2.6058,504.5558788,0.422083585,206.5445119,0.095780651,0.16831,2.02840522,2.02840522,4.601799196,0.837039982,5.798730616
494,-27.98783,120.45986,114,high grade metamorphic rock,HGMR,2.3622,2.3622,506.9620182,0.465498634,191.7538558,0.059095341,0.15271,1.620815398,1.620815398,3.604065725,0.784444014,5.692255798
495,-27.98774,120.45789,30,high grade metamorphic rock,HGMR,2.5728,2.5728,504.5558788,0.422083585,206.5445119,0.095780651,0.16831,2.02840522,2.02840522,4.601799196,0.837039982,5.798730616
496,-27.98724,120.45899,99,high grade metamorphic rock,HGMR,2.4745,2.4745,504.5558788,0.422083585,206.5445119,0.095780651,0.16831,2.02840522,2.02840522,4.601799196,0.837039982,5.798730616
497,-27.98703,120.46042,22.5,high grade metamorphic rock,HGMR,2.3313,2.3313,506.9620182,0.465498634,191.7538558,0.059095341,0.15271,1.620815398,1.620815398,3.604065725,0.784444014,5.692255798
498,-27.98676,120.23880,7,igneous felsic intrusive,IFI,16.6518,24.9054,494.9820116,0.39858512,276.0847019,0.2461739,0.1513,2.651944199,2.651944199,5.291569413,0.805261199,5.85046946
499,-27.98673,120.19336,12,regolith,RE,16.2177,29.4795,465.7232738,0.259135437,266.5267461,0.20852576,0.17453,4.071504582,4.071504582,4.503401283,0.85360737,5.880313391
500,-27.98570,120.39329,7,regolith,RE,9.4125,9.2730,530.2220627,0.453277354,174.011494,0.0703275,0.17356,2.801070303,2.801070303,2.806924882,0.810266456,5.423019076
501,-27.98522,120.89640,21,regolith,RE,1.2363,13.7054,504.5452719,0.249550584,265.2502519,1.891432593,0.20683,7.170149661,7.170149661,15.76323994,0.938553465,5.646844166
502,-27.98482,120.76308,16,regolith,RE,2.7081,8.9861,481.0721897,0.178072927,350.6414188,1.913084064,0.20542,0.726352599,0.726352599,3.44788444,0.896127501,5.738995366
503,-27.98461,120.45110,4,high grade metamorphic rock,HGMR,3.3977,3.3977,504.5558788,0.422083585,206.5445119,0.095780651,0.16831,2.02840522,2.02840522,4.601799196,0.837039982,5.798730616
504,-27.98110,121.14234,62,igneous felsic intrusive,IFI,1.2118,11.1600,478.6571416,0.432913952,119.430959,0.88540825,0.14934,25.74379145,0.332446667,3.119094853,0.84108602,5.864885092
505,-27.98077,120.82849,35,regolith,RE,3.2056,12.0584,498.1983444,0.200332729,173.5840405,0.197347192,0.20092,3.337648631,3.337648631,9.736120794,0.887404027,5.740779731
506,-27.97747,120.56485,75.5,igneous volcanic,IV,0.0000,3.2372,528.8530905,0.46890031,61.80682075,0.627052796,0.12467,1.039377021,0.101349688,0.842529685,0.830651097,5.672357232
507,-27.97630,120.50170,139,regolith,RE,1.5490,1.6316,508.6383223,0.075576364,276.7566013,0.242798413,0.12167,0.859515119,0.053832162,0.831967329,0.825839449,5.576517135
508,-27.97626,120.45140,14,high grade metamorphic rock,HGMR,3.6623,3.6617,509.839503,0.273662263,213.0502515,0.256825834,0.16087,1.115820035,1.115820035,4.650645128,0.854434228,5.834066468
509,-27.97619,121.01330,74,regolith,RE,2.3807,2.3619,479.699117,0.231014909,98.89666213,0.630779046,0.1761,17.92214347,7.113755337,14.72585806,0.806562827,5.779941293
