NewID,DLAT,DLONG,Zn_ppm,Lithology,Lithcode,Dlith,Dfault,Elevation,Slope,Aspect,Water,NDVI,MainRd,Road,Mine,SOC,pH
510,-27.97593,120.65661,123,igneous mafic intrusive,IMI,0.0000,12.6908,500.2311341,0.371814985,91.08915202,0.298662043,0.14928,1.656193441,1.656193441,1.946342653,0.777958246,5.514361759
511,-27.97553,120.45113,12,high grade metamorphic rock,HGMR,3.7177,3.7154,509.839503,0.273662263,213.0502515,0.256825834,0.16087,1.115820035,1.115820035,4.650645128,0.854434228,5.834066468
512,-27.97444,120.57539,156,regolith,RE,0.6642,4.0814,518.2697601,0.353942531,43.68336415,0.153980282,0.13109,1.511299499,0.853408967,0.630535028,0.8114179,5.549515483
513,-27.97369,120.52641,29,regolith,RE,0.7075,0.4781,521.8572388,0.641411439,273.8920171,0.220262555,0.1385,1.242216075,1.242216075,3.818679821,0.895579643,5.584482421
514,-27.97369,120.56553,102,igneous volcanic,IV,0.0000,3.0747,521.729923,0.507625278,40.27165286,0.478299988,0.12727,1.93301425,0.778884263,0.917551382,0.809528904,5.496129591
515,-27.97316,120.99041,72,regolith,RE,0.6583,4.7429,489.9870821,0.205132143,100.5310808,0.036103228,0.19539,16.3372593,9.806894541,15.98785163,0.816367015,5.745705073
516,-27.97279,121.07445,47,regolith,RE,2.5840,3.8000,468.0024019,0.103529696,237.5630945,3.133024519,0.16399,23.37550379,4.071640474,9.356876645,0.764930941,5.849011708
517,-27.97255,120.30114,41,regolith,RE,15.8811,19.1525,536.6068697,0.779697552,227.3869309,0.369183367,0.15343,0.142295704,0.142295704,0.975383753,0.783391257,5.427637297
518,-27.97189,120.55555,97,igneous mafic volcanic,IMV,0.0000,2.0339,528.3315776,0.632232338,50.18594884,0.225653457,0.12778,2.263994829,1.312674018,1.552546777,0.830653487,5.490995749
519,-27.97164,120.55635,93,igneous mafic volcanic,IMV,0.0000,2.0936,528.3315776,0.632232338,50.18594884,0.225653457,0.12778,2.263994829,1.312674018,1.552546777,0.830653487,5.490995749
520,-27.97161,120.56873,136,regolith,RE,0.2443,3.2793,518.2697601,0.353942531,43.68336415,0.153980282,0.13109,1.511299499,0.853408967,0.630535028,0.8114179,5.549515483
521,-27.97126,120.55775,99,igneous mafic volcanic,IMV,0.0000,2.2015,528.3315776,0.632232338,50.18594884,0.225653457,0.12778,2.263994829,1.312674018,1.552546777,0.830653487,5.490995749
522,-27.97121,120.53983,117,regolith,RE,0.5621,0.5621,533.0667497,0.520872661,293.9951194,0.33882158,0.13795,1.872541396,1.872541396,3.166508126,0.846920329,5.524982718
523,-27.97112,120.53990,101,regolith,RE,0.5627,0.5627,533.0667497,0.520872661,293.9951194,0.33882158,0.13795,1.872541396,1.872541396,3.166508126,0.846920329,5.524982718
524,-27.97100,120.53998,90,regolith,RE,0.5623,0.5623,533.0667497,0.520872661,293.9951194,0.33882158,0.13795,1.872541396,1.872541396,3.166508126,0.846920329,5.524982718
525,-27.97099,120.53246,75,regolith,RE,0.2876,0.1263,533.0667497,0.520872661,293.9951194,0.33882158,0.13795,1.872541396,1.872541396,3.166508126,0.846920329,5.524982718
526,-27.97092,120.54002,57,regolith,RE,0.5608,0.5608,533.0667497,0.520872661,293.9951194,0.33882158,0.13795,1.872541396,1.872541396,3.166508126,0.846920329,5.524982718
527,-27.97086,120.53118,62,regolith,RE,0.2984,0.2519,521.8572388,0.641411439,273.8920171,0.220262555,0.1385,1.242216075,1.242216075,3.818679821,0.895579643,5.584482421
528,-27.97083,120.54010,118,regolith,RE,0.5623,0.5623,533.0667497,0.520872661,293.9951194,0.33882158,0.13795,1.872541396,1.872541396,3.166508126,0.846920329,5.524982718
529,-27.97082,120.54012,48,regolith,RE,0.5634,0.5634,533.0667497,0.520872661,293.9951194,0.33882158,0.13795,1.872541396,1.872541396,3.166508126,0.846920329,5.524982718
530,-27.97080,120.53062,76,regolith,RE,0.2963,0.3070,521.8572388,0.641411439,273.8920171,0.220262555,0.1385,1.242216075,1.242216075,3.818679821,0.895579643,5.584482421
531,-27.97068,120.52939,69,regolith,RE,0.2929,0.4274,521.8572388,0.641411439,273.8920171,0.220262555,0.1385,1.242216075,1.242216075,3.818679821,0.895579643,5.584482421
532,-27.97064,120.78549,22,regolith,RE,1.0881,8.2590,484.384582,0.258276343,318.2922929,0.018487449,0.21927,2.491516302,2.491516302,5.666319541,0.901374863,5.658427996
533,-27.97059,120.52843,85,regolith,RE,0.3069,0.5212,521.8572388,0.641411439,273.8920171,0.220262555,0.1385,1.242216075,1.242216075,3.818679821,0.895579643,5.584482421
534,-27.97057,120.52824,101,regolith,RE,0.3105,0.5398,521.8572388,0.641411439,273.8920171,0.220262555,0.1385,1.242216075,1.242216075,3.818679821,0.895579643,5.584482421
535,-27.97057,120.52813,121.5,regolith,RE,0.3144,0.5499,521.8572388,0.641411439,273.8920171,0.220262555,0.1385,1.242216075,1.242216075,3.818679821,0.895579643,5.584482421
536,-27.97057,120.52812,118,regolith,RE,0.3147,0.5509,521.8572388,0.641411439,273.8920171,0.220262555,0.1385,1.242216075,1.242216075,3.818679821,0.895579643,5.584482421
537,-27.97029,120.52458,70.24,regolith,RE,0.5249,0.8743,521.8572388,0.641411439,273.8920171,0.220262555,0.1385,1.242216075,1.242216075,3.818679821,0.895579643,5.584482421
538,-27.96931,120.45264,7,high grade metamorphic rock,HGMR,3.8629,3.7726,511.9172421,0.18867978,154.408058,0.312484901,0.15586,0.203234851,0.203234851,4.907182936,0.862820219,5.903815367
539,-27.96914,120.51573,58,regolith,RE,1.3139,1.7193,513.5225921,0.43761573,281.0246068,0.192338869,0.13864,0.611890755,0.611890755,2.961347951,0.926151542,5.712703983
540,-27.96785,120.62420,101,igneous volcanic,IV,0.0000,8.9847,522.5354913,0.424580298,130.3767529,0.126395381,0.13705,0.451902827,0.451902827,0.701158514,0.811545046,5.580812952
541,-27.96749,120.68930,36,regolith,RE,3.6323,9.7518,487.5061715,0.157299605,153.0890689,0.379020108,0.18797,2.827002588,2.827002588,3.484990135,0.86673422,5.7880761
542,-27.96747,120.73452,32,regolith,RE,6.1449,7.1891,480.549124,0.139238367,123.8546693,0.868958098,0.20785,0.652798384,0.652798384,0.386696438,0.852240821,5.800654593
543,-27.96613,120.62686,93,igneous volcanic,IV,0.0000,9.2199,525.5957184,0.281573656,69.70395767,0.137104165,0.15263,1.389908044,1.389908044,0.654283981,0.82255358,5.548994164
544,-27.96600,120.48279,34,regolith,RE,2.1689,0.7026,502.6955769,0.159154231,31.76622164,0.069810144,0.14951,1.478728639,1.478728639,3.157624164,0.826702067,5.772653337
545,-27.96556,120.45220,8,high grade metamorphic rock,HGMR,4.1306,3.9537,512.3263686,0.22419968,77.7089544,0.582685594,0.16749,0.721776197,0.721776197,5.341571738,0.897250852,5.783096956
546,-27.96539,120.62737,78,igneous volcanic,IV,0.0000,9.2549,525.5957184,0.281573656,69.70395767,0.137104165,0.15263,1.389908044,1.389908044,0.654283981,0.82255358,5.548994164
547,-27.96492,120.39492,9,regolith,RE,10.0048,10.0048,522.5238832,0.349836021,227.5209432,2.612343253,0.18468,0.19792499,0.19792499,0.838176653,0.933455235,5.527137412
548,-27.96491,120.62797,102,igneous volcanic,IV,0.0000,9.3072,525.5957184,0.281573656,69.70395767,0.137104165,0.15263,1.389908044,1.389908044,0.654283981,0.82255358,5.548994164
549,-27.96414,120.63022,64,igneous volcanic,IV,0.0000,9.5310,525.5957184,0.281573656,69.70395767,0.137104165,0.15263,1.389908044,1.389908044,0.654283981,0.82255358,5.548994164
550,-27.96410,120.63194,101,igneous volcanic,IV,0.0000,9.7160,518.6551758,0.458668896,73.4265007,0.433978483,0.15476,1.043269185,1.043269185,1.530386028,0.861500364,5.484210961
551,-27.96342,120.65298,100,sedimentary siliciclastic,SS,0.0000,11.9759,500.7268223,0.566101947,86.73643872,1.504091702,0.13955,0.32153746,0.32153746,0.135566449,0.810186507,5.487771734
552,-27.96276,120.59533,38,regolith,RE,0.0889,5.7507,511.149157,0.312466953,289.9451343,0.374501026,0.1248,1.724017674,1.724017674,1.937264825,0.795710171,5.768341442
553,-27.96257,120.65013,114,sedimentary siliciclastic,SS,0.0000,11.6469,500.7268223,0.566101947,86.73643872,1.504091702,0.13955,0.32153746,0.32153746,0.135566449,0.810186507,5.487771734
554,-27.96194,120.24604,6,regolith,RE,14.1289,25.2352,496.9595567,0.310474589,266.2890352,0.113376389,0.16282,0.459444975,0.459444975,4.21762891,0.838129647,5.958510296
555,-27.96036,120.90972,24,regolith,RE,0.9616,13.2967,501.4822591,0.252570312,30.00022301,0.663594059,0.18661,9.932964006,9.932964006,18.05864114,0.895040634,5.716680253
556,-27.96021,120.55677,91,igneous mafic volcanic,IMV,0.0000,1.5682,520.3963034,0.5533737,42.88362219,0.193890015,0.13452,3.230909763,2.09444937,0.941331908,0.824515082,5.46524097
557,-27.95865,120.57713,58,regolith,RE,1.9582,3.6839,510.1939153,0.250408771,30.02608346,0.494367167,0.12996,2.209843992,2.199472486,2.021210668,0.822614378,5.678503723
558,-27.95685,121.19341,39,igneous mafic intrusive,IMI,0.0000,15.6973,450.6769134,0.192740818,54.91390595,2.059705536,0.17287,31.44257727,1.394525539,3.813568931,0.876604808,5.688666468
559,-27.95604,121.04656,81,regolith,RE,2.9377,0.2233,471.6513125,0.143080276,120.3012025,1.408777293,0.16759,22.92141172,7.612366692,12.32148237,0.807600087,5.78901094
560,-27.95463,121.22262,35,regolith,RE,0.3634,18.7891,448.2758172,0.078131468,311.4389681,0.185501755,0.17367,33.22761631,0.067195974,2.738189164,0.758939803,5.70248989
561,-27.95318,120.98244,71,regolith,RE,0.0461,6.4986,498.4534752,0.437673896,141.0382832,0.417219684,0.18941,17.74847922,11.33996717,17.96778028,0.828265124,5.674947346
562,-27.95134,120.98600,90,igneous mafic volcanic,IMV,0.0000,6.2003,498.4534752,0.437673896,141.0382832,0.417219684,0.18941,17.74847922,11.33996717,17.96778028,0.828265124,5.674947346
563,-27.95072,120.33729,46.5,regolith,RE,14.4664,16.5491,523.124264,0.438936163,26.98816788,3.009768275,0.18958,2.048902753,2.048902753,3.625404492,0.903083745,5.546497584
564,-27.94917,120.64031,71,regolith,RE,0.4095,10.3490,507.0418785,0.41475251,64.98757853,0.491377279,0.15131,1.091729863,1.091729863,1.542384083,0.81974951,5.467600555
565,-27.94890,120.21393,9,regolith,RE,12.0451,29.0821,479.701894,0.242170974,265.993296,0.00931879,0.17915,0.336264917,0.336264917,3.001411021,0.871876544,5.938735988
566,-27.94475,120.64136,68,regolith,RE,0.8339,10.4344,506.1222935,0.328546274,121.1883479,0.203522859,0.15107,1.892132045,1.892132045,2.343931082,0.862795163,5.560633444
567,-27.94287,121.14639,47,igneous volcanic,IV,0.0000,10.2538,461.1796444,0.312857184,67.68793544,0.172557,0.14319,29.7118061,3.350755583,2.281719422,0.822236073,6.03558282
568,-27.94135,120.84431,20,regolith,RE,6.5432,11.1402,483.6340507,0.178213328,4.882877361,1.489840025,0.23828,7.784093882,7.784093882,11.99689513,0.926458373,5.59823332
569,-27.94054,121.00451,123,regolith,RE,1.7209,4.7364,494.8331701,0.404450127,112.3560601,0.336181831,0.18843,19.88721383,10.83674394,17.39200572,0.821776193,5.700346892
570,-27.93828,121.23073,34,regolith,RE,0.3210,19.2986,450.1417803,0.130657183,249.2935546,1.50704308,0.15643,35.41825708,1.693650973,1.249456747,0.769815415,5.757730129
571,-27.93786,120.47825,25,regolith,RE,5.3189,2.1965,497.030991,0.141366609,47.86127797,0.163375505,0.15869,4.358331346,2.872535746,5.943603547,0.821127544,5.812541554
572,-27.93783,120.56333,58,regolith,RE,1.9595,1.8015,502.0052067,0.205837589,18.23071065,0.035596998,0.16556,5.625819401,4.753708307,2.739531424,0.832453972,5.740247287
573,-27.93652,120.76069,32,regolith,RE,5.7659,3.6873,476.1742494,0.217922847,86.828114,0.153879613,0.22543,4.332111813,4.332111813,4.64857534,0.883146535,5.691352189
574,-27.93638,120.59822,55,regolith,RE,1.5934,5.6620,507.071656,0.300328021,274.4830024,0.230841778,0.15739,4.704905857,4.704905857,4.300639334,0.820999906,5.755945142
575,-27.93589,120.26515,15,regolith,RE,11.3323,24.4774,515.4541971,0.697451719,264.9050463,0.141069107,0.1489,3.689360807,3.689360807,4.748969815,0.788076874,5.639591324
576,-27.93571,120.15672,28,regolith,RE,10.8251,35.5268,457.9131039,0.218717695,242.9306245,0.35744142,0.17956,0.444342675,0.444342675,0.605283315,0.892204842,5.875823524
577,-27.93545,120.41578,11,regolith,RE,9.3694,8.8248,502.4527915,0.229144088,135.3495378,3.688247964,0.18418,3.119285149,3.119285149,3.134376091,0.926322429,5.64415088
578,-27.93404,120.67385,16,regolith,RE,3.5338,9.0195,500.7415456,0.243508732,200.9866358,0.084452538,0.17168,1.373597986,1.373597986,3.587834829,0.878636573,5.786568877
579,-27.93205,120.23824,54,igneous felsic intrusive,IFI,10.7062,27.3615,498.9958034,0.175201181,235.2583701,0.521601175,0.16475,3.119295103,3.119295103,6.186499696,0.744543804,5.877382783
580,-27.93177,121.03582,60,regolith,RE,3.4162,1.8248,482.2681995,0.299164137,126.1004735,0.397198151,0.17246,22.70592999,10.27976352,14.57761944,0.794271588,5.731296913
581,-27.93042,120.90347,22,regolith,RE,4.0449,15.4451,488.4573405,0.316806219,27.53618795,2.004767825,0.22846,12.22733218,12.22733218,19.0480874,0.91826394,5.579692503
582,-27.93012,120.65546,77,regolith,RE,2.6322,10.6425,507.6427455,0.384722846,114.2225226,0.41121367,0.15652,1.353365364,1.353365364,4.059388536,0.861769488,5.627538859
583,-27.92744,120.94888,16,regolith,RE,1.0315,11.0089,493.9030014,0.38519107,299.7597581,1.085437747,0.21942,16.29566451,16.20837996,20.86923443,0.924906582,5.353445908
584,-27.92712,120.59569,88,regolith,RE,1.5518,5.5766,507.2010904,0.359890754,259.7329069,0.079173137,0.14526,5.23301148,5.23301148,4.325245585,0.829487866,5.735912557
585,-27.92563,121.06835,51,igneous mafic volcanic,IMV,0.0000,1.4021,468.4415377,0.225476037,71.91572303,0.08357006,0.15206,26.35783925,8.664313292,10.99783561,0.797803433,5.763308184
586,-27.92512,120.21444,49,regolith,RE,9.4302,30.0836,481.7675138,0.301593629,256.0626095,0.235349071,0.1744,3.20675684,3.20675684,3.953360708,0.851877376,5.946330718
587,-27.92262,120.52003,18,regolith,RE,3.1608,1.4931,495.450698,0.263941209,329.5815567,1.265753779,0.16042,5.267777095,0.93592095,6.166171195,0.828386296,5.656120079
588,-27.92201,121.09386,47,regolith,RE,1.1216,4.0584,460.4992974,0.145625466,205.4198611,0.083817706,0.12643,28.71117823,7.147008756,8.259128854,0.822857241,5.881518229
589,-27.91975,120.37722,7,regolith,RE,13.6629,13.4370,494.5527556,0.21652034,73.83524055,5.944162338,0.19206,5.248007234,5.248007234,5.988869135,0.943873768,5.599011967
590,-27.91640,120.44603,8,regolith,RE,8.8296,6.4238,508.0615859,0.279526546,221.3327366,1.896606651,0.19937,5.209770362,5.209770362,6.511213688,0.967454343,5.554784191
591,-27.91627,121.03932,55,regolith,RE,2.9830,1.9830,481.4273236,0.314633964,91.68681594,0.420502764,0.15958,24.82233114,11.19283583,14.15824392,0.804221167,5.681576029
592,-27.91439,121.09295,119,regolith,RE,0.7563,3.7913,459.1150501,0.118382637,231.8561307,0.196551848,0.1514,29.32389424,8.003903538,8.773683016,0.822458927,5.764771125
593,-27.91281,121.04581,150,regolith,RE,2.5704,1.3686,474.7157681,0.231314145,94.58876639,0.281854695,0.17059,25.533818,10.58060566,13.22407444,0.815420614,5.710506428
594,-27.91067,120.55237,49,regolith,RE,1.8226,3.4193,494.9368788,0.160678232,281.8019441,0.074322986,0.17023,6.670412134,4.603868278,5.808642809,0.827786433,5.739681813
595,-27.90958,120.86738,10,regolith,RE,7.2590,12.9466,475.7001278,0.295865926,318.1453995,3.040963488,0.23127,12.58828876,12.58828876,16.16741201,0.956337885,5.40796494
596,-27.90751,120.25182,22,regolith,RE,8.0890,27.0896,500.5791296,0.332354384,252.995284,0.130424543,0.15338,6.280335869,6.280335869,8.331296365,0.859099471,5.966904054
597,-27.90744,120.91482,10,regolith,RE,4.1507,15.3449,477.3765448,0.201328898,347.3227391,4.256265445,0.20982,15.17793149,15.17793149,20.43214667,0.902518707,5.567549945
598,-27.90647,121.17794,25,regolith,RE,0.0327,12.8782,444.0446476,0.177894224,43.62166153,0.151072654,0.14505,34.67380139,6.588955349,6.125706634,0.801297103,5.734438078
599,-27.90644,120.73302,17,regolith,RE,3.1933,1.7760,486.1275376,0.252834976,36.85122557,0.034545345,0.17224,4.794816128,1.166770857,5.48678187,0.892664915,5.645772719
600,-27.90541,120.17851,27,regolith,RE,7.4109,34.6207,467.8471578,0.223012391,241.8349264,0.684262113,0.18745,3.907844211,3.907844211,4.109682803,0.895387973,5.983993616
601,-27.90448,120.79153,30,regolith,RE,6.9876,4.5165,472.0664755,0.070840218,148.9198903,0.364730171,0.18914,8.474391199,6.554617745,8.857129722,0.868870363,5.748539134
602,-27.90185,120.58649,70,regolith,RE,0.7982,6.1447,508.5123722,0.30291653,209.3218706,0.217910295,0.12858,3.20280694,3.20280694,2.584013983,0.818847342,5.755275199
603,-27.90094,121.15388,27,igneous volcanic,IV,0.0000,10.1403,451.7017482,0.275200454,74.29441311,0.585670211,0.16884,34.54757683,7.964925829,6.888253662,0.816155481,5.742656476
604,-27.89949,120.65477,63,regolith,RE,1.8761,9.4556,510.2617836,0.351144169,90.92895318,0.118514323,0.15923,1.059292521,1.059292521,4.800496364,0.822671505,5.549046718
605,-27.89941,120.99116,42,regolith,RE,0.5512,7.5863,500.869929,0.367610062,22.82351986,0.12907385,0.15646,22.01760252,15.59695592,19.54182976,0.776043377,5.580826294
606,-27.89577,120.31136,21,regolith,RE,7.7487,21.2146,524.9084725,0.296591509,100.2848702,0.464857856,0.17582,8.179803339,8.179803339,7.998850006,0.836373573,5.790067246
607,-27.89485,120.47524,42,regolith,RE,8.6311,4.3478,498.5617177,0.242545694,90.44372628,0.317502258,0.15522,7.990628354,4.444959234,10.04825825,0.892746092,5.831394659
608,-27.89483,120.52531,35,regolith,RE,4.1840,0.9284,489.6499688,0.073992962,335.2424352,0.132264354,0.17932,8.410990227,1.488813147,7.787207063,0.809429496,5.841089531
609,-27.89474,121.18603,33,regolith,RE,0.6869,13.5439,442.9801208,0.047891883,211.0823245,0.062176624,0.13355,36.0385478,7.023768491,5.988433888,0.765133508,5.94931949
610,-27.89418,120.96073,34,regolith,RE,0.8851,11.0126,484.4732306,0.347895621,295.2591974,0.105318808,0.23786,19.89993986,18.64037308,22.83832076,0.914553572,5.45742042
611,-27.89331,120.54643,55,regolith,RE,1.8539,3.1334,491.7541321,0.183138982,277.1198263,0.216302246,0.17315,6.234451894,3.31929544,7.331791258,0.828423005,5.723411582
612,-27.89258,120.74957,53,regolith,RE,2.4304,0.5494,479.5728089,0.134056699,142.5816191,0.222773747,0.16434,7.601635195,2.113825181,8.171732463,0.843990157,5.862498237
613,-27.88933,121.16322,95,igneous volcanic,IV,0.0000,10.9481,446.521823,0.358625125,77.90918877,0.769729622,0.16082,35.91232323,8.757044269,7.914077109,0.780614231,5.75799566
614,-27.88750,121.16121,65,igneous volcanic,IV,0.0000,10.6818,452.7977233,0.300489779,170.9395286,0.883059611,0.16582,35.41491854,8.934384156,7.887480126,0.791793372,5.786810843
615,-27.88685,121.12568,81,regolith,RE,0.7138,6.7881,450.0129234,0.13195346,27.19111307,0.08933074,0.1398,33.53651763,9.811047694,8.97392042,0.808568764,5.778645216
616,-27.88651,120.23732,8,regolith,RE,5.8793,29.3376,502.569736,0.450055363,240.4193283,0.221268067,0.1431,7.905075183,7.905075183,8.905453369,0.80427512,5.883969124
617,-27.88649,121.15311,72.5,igneous volcanic,IV,0.0000,9.7827,452.7977233,0.300489779,170.9395286,0.883059611,0.16582,35.41491854,8.934384156,7.887480126,0.791793372,5.786810843
618,-27.88632,120.35270,11,regolith,RE,9.0773,17.2546,503.5627838,0.399909689,49.22288359,3.824511841,0.18623,8.40338035,8.40338035,9.582001793,0.880250242,5.563347036
619,-27.88264,121.07874,121,regolith,RE,1.0896,1.5690,462.4825834,0.257845429,75.71083837,0.281294174,0.17598,30.45362099,12.46624057,12.85278892,0.823239946,5.686448093
620,-27.88240,120.67207,37,regolith,RE,3.6620,6.9273,498.9804361,0.275207658,84.79258388,0.238641059,0.16572,3.886822818,0.598068273,6.727528635,0.852597494,5.650976334
621,-27.87762,120.39937,10,regolith,RE,12.6557,12.8013,484.1672435,0.122903088,313.9022639,6.28172957,0.1941,9.169032491,9.169032491,8.831191941,0.899881459,5.645975047
622,-27.87632,120.17733,11,regolith,RE,4.1917,36.0279,475.1301936,0.177899851,238.6141422,0.384436544,0.17422,7.72146358,7.72146358,7.876606219,0.861693448,6.012968729
623,-27.87439,120.61550,40,regolith,RE,0.6178,10.0791,522.8599604,0.236677395,189.348936,0.522585207,0.15222,0.878984138,0.878984138,1.999860654,0.846036781,5.613163735
624,-27.87423,120.61547,5,regolith,RE,0.6019,10.0719,522.8599604,0.236677395,189.348936,0.522585207,0.15222,0.878984138,0.878984138,1.999860654,0.846036781,5.613163735
625,-27.87391,120.70419,70,regolith,RE,0.7797,3.2801,488.3771919,0.212835535,168.3028471,0.339412471,0.14957,6.663185357,2.711146284,6.094290718,0.830579756,5.772381345
626,-27.87368,120.61577,340,regolith,RE,0.5648,10.0881,522.8599604,0.236677395,189.348936,0.522585207,0.15222,0.878984138,0.878984138,1.999860654,0.846036781,5.613163735
627,-27.87024,120.54642,107,regolith,RE,1.6613,2.5436,492.5085685,0.369050026,261.8853647,0.047095093,0.14749,5.230773625,3.025340924,5.966917881,0.845238037,5.652979653
628,-27.86840,121.16863,39,igneous volcanic,IV,0.0000,11.0847,442.3845951,0.066398179,45.01550306,0.062871284,0.14891,37.64808515,10.57867793,9.020746401,0.80811927,5.758608797
629,-27.86834,120.79400,16,regolith,RE,6.4522,6.1487,477.7292003,0.138294635,118.2762477,2.411078625,0.20687,12.38554874,6.948280401,11.25758301,0.894132993,5.763034662
630,-27.86721,121.12906,80,igneous volcanic,IV,0.0000,6.7607,448.5526592,0.29940862,65.44625783,0.117821015,0.15094,36.22647355,12.56152706,11.36857221,0.812987426,5.637205554
631,-27.86692,120.74867,20,regolith,RE,1.5469,1.5469,486.7410342,0.212975143,132.2341825,0.314648248,0.17572,10.08899167,2.284429222,6.991505762,0.865088223,5.867396626
632,-27.86637,121.13314,55,igneous volcanic,IV,0.0000,7.1868,448.5526592,0.29940862,65.44625783,0.117821015,0.15094,36.22647355,12.56152706,11.36857221,0.812987426,5.637205554
633,-27.86635,121.13212,55,igneous volcanic,IV,0.0000,7.0758,448.5526592,0.29940862,65.44625783,0.117821015,0.15094,36.22647355,12.56152706,11.36857221,0.812987426,5.637205554
634,-27.86561,120.29511,25,regolith,RE,4.0293,24.0462,533.7842915,0.384695551,124.781326,0.157049776,0.21447,12.0269383,12.0269383,12.16033019,0.876701219,5.636579291
635,-27.86541,120.45512,6,regolith,RE,10.6060,7.3983,499.6168163,0.297229174,321.3277563,1.56696988,0.21281,11.29090907,7.01303504,12.07862256,0.957073298,5.610605976
636,-27.86411,120.97156,65,regolith,RE,0.2209,10.4790,482.4657334,0.381390012,326.9515073,0.286510854,0.22079,22.85191091,19.81928235,22.12144167,0.88781819,5.642123369
637,-27.86375,120.71877,54,regolith,RE,0.5788,1.3454,493.1366435,0.241156544,174.4165688,0.383258361,0.13577,8.03654201,1.399066995,5.152022657,0.841784084,5.896249188
638,-27.86278,121.04074,85,igneous mafic volcanic,IMV,0.0000,2.9324,468.7752456,0.408916667,28.62212464,0.487575231,0.17082,28.41798734,16.23147028,17.17677782,0.830283851,5.521004525
639,-27.86035,120.89028,42,regolith,RE,8.9859,16.2448,462.8656104,0.05852841,21.73978104,0.289416612,0.21308,17.97284769,13.98358836,14.74491837,0.851625223,5.711579366
640,-27.85995,120.22348,43,igneous felsic intrusive,IFI,2.5697,31.7307,498.8332029,0.344935181,269.2064781,0.142622544,0.15871,10.18282369,10.18282369,10.39361845,0.814371439,5.892827949
641,-27.85897,120.99987,47,regolith,RE,1.2818,7.4593,482.0481286,0.265772343,47.07813166,0.068612706,0.16023,24.79800177,19.0030855,21.28239477,0.841241611,5.701921399
642,-27.85886,121.13794,61,igneous volcanic,IV,0.0000,7.5346,444.2774042,0.215358636,42.84751965,0.152466109,0.14433,36.98560388,12.33597201,11.12046348,0.807986973,5.651441334
643,-27.85725,121.05940,101,sedimentary siliciclastic,SS,0.0000,1.0332,463.2369966,0.321250965,322.8551102,0.068535548,0.1577,30.59583985,16.06473775,16.39044075,0.799036895,5.716922014
644,-27.85697,120.24787,13,igneous felsic intrusive,IFI,2.4767,29.2971,519.0222628,0.378480702,268.0347301,0.325927427,0.16931,12.02327197,12.02327197,12.69191674,0.76215075,5.55286497
645,-27.85632,120.65273,49,regolith,RE,3.5220,7.7684,500.7981315,0.218336128,89.14257039,0.312753341,0.16858,4.749510139,1.717490906,4.24996527,0.825365388,5.785463836
646,-27.85583,120.84438,9,regolith,RE,12.1838,11.7192,469.6970035,0.237275902,136.8240329,2.736927617,0.21682,16.75781345,10.49347721,10.80969255,0.9281756,5.651917402
647,-27.85582,120.59776,82,regolith,RE,0.1039,7.7411,508.7613443,0.274955077,138.7012447,0.17702438,0.13584,0.976509556,0.560341126,1.541226896,0.836486142,5.704508615
648,-27.85567,120.53988,80,regolith,RE,1.4466,1.4356,487.2432049,0.298493407,291.4842072,0.078720953,0.16778,5.602248594,1.742246538,4.650800319,0.83977299,5.689876654
649,-27.85552,121.14166,83,igneous volcanic,IV,0.0000,7.8804,442.7619898,0.111206827,40.15130423,0.077653653,0.12388,37.63746589,13.31213828,12.1007856,0.797935352,5.725035545
650,-27.85494,121.03671,105,regolith,RE,0.5981,3.5496,461.9880874,0.368376319,42.68041309,0.059315785,0.1447,29.07245626,17.09511511,17.8271142,0.832495855,5.732420463
651,-27.85414,120.49002,26,regolith,RE,6.5580,3.9413,489.0109009,0.221915806,70.10180605,0.010766709,0.16678,10.36685954,3.203452815,8.670782784,0.83084119,5.74179725
652,-27.85378,120.68437,169,regolith,RE,1.8253,4.4115,496.0579753,0.165184733,164.5902441,0.432727324,0.15223,6.655448805,3.574831104,5.19846384,0.803525415,5.766153487
653,-27.85367,121.05088,235,regolith,RE,0.5398,2.0428,457.9936777,0.406406474,195.2090524,0.116842343,0.1548,29.82734709,16.57962376,17.09462706,0.841858523,5.676518433
654,-27.85320,120.66189,40,regolith,RE,3.3721,6.7063,498.4300355,0.168463109,125.7515087,0.085039372,0.17914,5.38892755,2.337010377,5.249883679,0.821371558,5.736382447
655,-27.85171,120.20910,15,regolith,RE,1.3030,33.5415,492.8544291,0.275589145,271.2497982,0.190608601,0.18717,10.83484728,10.83484728,11.01290038,0.837403516,5.973753535
656,-27.85096,120.17447,39,regolith,RE,1.3605,37.2023,478.5191474,0.343851789,199.5495527,0.035539826,0.19135,9.639453344,9.639453344,9.820884583,0.82562724,5.805685937
657,-27.85089,120.92348,14,regolith,RE,5.6989,15.9650,464.1137864,0.218771442,320.8589196,2.150918537,0.22393,20.67809641,15.4799063,17.28568821,0.920417466,5.640528273
658,-27.84940,121.12594,83,regolith,RE,0.7972,6.0585,446.0504957,0.236582542,11.81503878,0.009628483,0.11996,36.1551892,13.73610232,12.6328328,0.782975205,5.667296604
659,-27.84878,121.20091,79,regolith,RE,2.7417,14.2697,441.6136381,0.069308488,298.1480525,0.264586019,0.13979,42.23906493,12.13394535,8.457148063,0.792744988,5.973021193
