,NewID,DLAT,DLONG,Pb_ppm,Lithology,Lithcode,Dlith,Dfault,Elevation,Slope,Aspect,Water,NDVI,MainRd,Road,Mine,SOC,pH,y
0,1,-28.51561621,120.5213099,12,regolith,RE,3.8798,12.8989,443.3770881,0.268354343,341.1116138,0.308255414,0.1701,57.57853931,2.811538617,34.76102034,0.910311612,5.897840622,2.48490665
1,2,-28.51063622,120.4861,30,regolith,RE,0.1921,9.2348,442.7592651,0.268844682,12.68142113,0.517779477,0.19755,57.93084194,1.329837452,38.01393954,0.924044529,5.861375644,3.401197382
2,3,-28.49413622,120.49488,14,regolith,RE,1.7919,9.2495,433.5699456,0.219443085,205.296197,1.378820986,0.19785,55.82901428,2.509101038,36.08743774,0.950374233,5.927626144,2.63905733
3,4,-28.49213623,120.45822,7,regolith,RE,1.9608,5.521,432.9074691,0.20134932,29.57469319,1.218570284,0.20599,56.40123836,4.915211717,39.53522766,0.949177706,5.912493417,1.945910149
4,5,-28.4834662,120.51093,12,regolith,RE,3.9191,10.6277,430.3013102,0.237973491,324.4909171,0.079229876,0.18218,54.64938516,3.919215974,33.86223257,0.928923497,5.866374242,2.48490665
5,6,-28.48305618,120.6135799,19,regolith,RE,14.5688,17.7558,419.0227152,0.199973619,217.4583467,0.073184054,0.20001,52.38983905,14.204545,24.58571947,0.945485893,5.948327625,2.944438979
6,7,-28.48231619,120.5646999,18,regolith,RE,9.3575,16.5003,423.726884,0.270645097,54.24160783,0.159888857,0.18167,54.52028164,8.518490264,28.97506166,0.923242151,5.828477557,2.890371758
7,8,-28.46949619,120.5350799,4,meta-igneous mafic/ultramafic volcanic,MIMU,6.998,13.1014,431.0962777,0.468039539,27.356108,0.164251457,0.17497,52.50458389,7.277054008,30.25770687,0.90117616,5.765260244,1.386294361
8,9,-28.46934619,120.5374599,3,high grade metamorphic rock,HGMR,7.2244,13.3645,431.0962777,0.468039539,27.356108,0.164251457,0.17497,52.50458389,7.277054008,30.25770687,0.90117616,5.765260244,1.098612289
9,10,-28.46802619,120.5397699,7,high grade metamorphic rock,HGMR,7.5189,13.6151,431.0962777,0.468039539,27.356108,0.164251457,0.17497,52.50458389,7.277054008,30.25770687,0.90117616,5.765260244,1.945910149
10,11,-28.46802619,120.5397799,5.07,high grade metamorphic rock,HGMR,7.5198,13.6162,431.0962777,0.468039539,27.356108,0.164251457,0.17497,52.50458389,7.277054008,30.25770687,0.90117616,5.765260244,1.623340818
11,12,-28.46798619,120.5397399,3,high grade metamorphic rock,HGMR,7.5186,13.6117,431.0962777,0.468039539,27.356108,0.164251457,0.17497,52.50458389,7.277054008,30.25770687,0.90117616,5.765260244,1.098612289
12,13,-28.46782619,120.5397799,5.3,high grade metamorphic rock,HGMR,7.5322,13.6155,431.0962777,0.468039539,27.356108,0.164251457,0.17497,52.50458389,7.277054008,30.25770687,0.90117616,5.765260244,1.667706821
13,14,-28.46781619,120.5397599,5,high grade metamorphic rock,HGMR,7.531,13.6133,431.0962777,0.468039539,27.356108,0.164251457,0.17497,52.50458389,7.277054008,30.25770687,0.90117616,5.765260244,1.609437912
14,15,-28.46779619,120.5332899,10,meta-igneous mafic/ultramafic volcanic,MIMU,6.9479,12.8954,431.0962777,0.468039539,27.356108,0.164251457,0.17497,52.50458389,7.277054008,30.25770687,0.90117616,5.765260244,2.302585093
15,16,-28.46768619,120.5367799,28,high grade metamorphic rock,HGMR,7.2684,13.2822,431.0962777,0.468039539,27.356108,0.164251457,0.17497,52.50458389,7.277054008,30.25770687,0.90117616,5.765260244,3.33220451
16,17,-28.46757619,120.5332299,27.6,meta-igneous mafic/ultramafic volcanic,MIMU,6.9572,12.888,431.0962777,0.468039539,27.356108,0.164251457,0.17497,52.50458389,7.277054008,30.25770687,0.90117616,5.765260244,3.317815773
17,18,-28.46733619,120.5394499,20.27,high grade metamorphic rock,HGMR,7.5328,13.5774,431.0962777,0.468039539,27.356108,0.164251457,0.17497,52.50458389,7.277054008,30.25770687,0.90117616,5.765260244,3.00914196
18,19,-28.46692619,120.5340399,4,meta-igneous mafic/ultramafic volcanic,MIMU,7.0724,12.9759,431.0962777,0.468039539,27.356108,0.164251457,0.17497,52.50458389,7.277054008,30.25770687,0.90117616,5.765260244,1.386294361
19,20,-28.46632618,120.5397899,5.3,high grade metamorphic rock,HGMR,7.628,13.6125,431.0962777,0.468039539,27.356108,0.164251457,0.17497,52.50458389,7.277054008,30.25770687,0.90117616,5.765260244,1.667706821
20,21,-28.46445618,120.5529899,15,high grade metamorphic rock,HGMR,8.9699,15.0754,420.6036927,0.332183677,46.67520905,0.239469549,0.17985,52.49704941,8.719154538,28.58606817,0.898049692,5.736137644,2.708050201
21,22,-28.46428619,120.5329599,2.7,high grade metamorphic rock,HGMR,7.1584,12.8521,431.0962777,0.468039539,27.356108,0.164251457,0.17497,52.50458389,7.277054008,30.25770687,0.90117616,5.765260244,0.993251773
22,23,-28.4612362,120.50052,13,regolith,RE,5.178,9.2564,420.1920008,0.211910956,336.56809,0.006553051,0.19378,51.74710208,6.543375143,33.24113497,0.947399797,5.913864859,2.564949357
23,24,-28.46109625,120.3551901,20,regolith,RE,4.3944,4.8548,438.4187331,0.176289725,49.53025949,1.690146768,0.2042,53.9110086,16.56111804,41.55267612,0.929560506,5.987628417,2.995732274
24,25,-28.45714621,120.31014,30,regolith,RE,6.7009,5.321,449.8378098,0.1573171,57.42299573,0.538975021,0.19238,53.79965186,21.25088888,43.67944852,0.884261511,5.997394511,3.401197382
25,26,-28.45540618,120.53735,7.5,high grade metamorphic rock,HGMR,8.1719,13.3737,423.1214696,0.44493816,26.25602137,0.763909342,0.19233,51.50484266,8.059282845,29.73620671,0.927776889,5.714869714,2.014903021
26,27,-28.4551263,120.0522901,22,regolith,RE,4.2977,10.6801,455.3352053,0.235974667,305.5014065,0.36683539,0.18353,55.9111201,49.65996608,55.84432001,0.909157596,5.948719066,3.091042453
27,28,-28.44998623,120.39436,16,regolith,RE,0.7706,0.9918,430.4020046,0.152106191,15.80835647,1.543885046,0.20537,53.173356,13.50568168,39.2632769,0.951312423,5.918508227,2.772588722
28,29,-28.44649628,120.1712501,28,regolith,RE,1.1794,0.478,485.1711366,0.398420438,36.05685652,0.117323999,0.19662,54.12443381,36.0220175,51.72714662,0.878533127,5.655440314,3.33220451
29,30,-28.44598617,120.6128499,11,regolith,RE,15.809,15.5509,407.5240856,0.163969635,17.52053067,1.793963997,0.19482,49.390789,15.67658121,21.8016114,0.952479375,5.796495314,2.397895273
30,31,-28.44083625,120.28959,30,regolith,RE,4.7288,3.4279,449.864522,0.233472562,46.84475152,0.240242466,0.18146,51.84852708,23.80178958,42.94639594,0.866771566,5.926130717,3.401197382
31,32,-28.44001625,120.20592,40,regolith,RE,0.5016,0.5757,479.8427977,0.374028251,47.1124084,0.300385633,0.17038,52.65662393,33.33443387,48.95846795,0.826567731,5.708483782,3.688879454
32,33,-28.43878621,120.45018,24,regolith,RE,4.1729,4.613,417.8865758,0.170416181,27.52453466,0.542023045,0.19401,50.71307695,9.98019967,36.93341578,0.964327353,5.83777567,3.17805383
33,34,-28.43638616,120.2585698,30,high grade metamorphic rock,HGMR,1.618,2.126,461.1806971,0.251195196,15.6535278,0.090108749,0.15638,51.95618152,27.57515013,45.18194759,0.856872671,5.716194351,3.401197382
34,35,-28.43554616,120.6567699,11,regolith,RE,16.1412,10.7558,399.3159821,0.06327257,63.92315021,0.427983567,0.18796,45.22924709,16.66620603,17.49301357,0.888457006,5.777352118,2.397895273
35,36,-28.43469631,120.1074201,24,regolith,RE,1.2587,5.565,466.5889678,0.221685453,275.8932752,1.337052189,0.18964,53.59021542,44.26405122,53.48227907,0.904655026,5.956264337,3.17805383
36,37,-28.43416619,120.7677297,15,regolith,RE,8.2897,6.7328,404.1103966,0.254116117,203.5536467,1.996559103,0.21381,37.77361636,8.540084664,12.1502907,1.031355412,5.575367348,2.708050201
37,38,-28.43311617,120.7429197,14,regolith,RE,9.4334,5.7427,401.7216076,0.145280194,194.9217708,2.264843594,0.23291,39.35818499,10.67323151,12.41683786,0.985235165,5.785322786,2.63905733
38,39,-28.43100631,120.0786201,19,regolith,RE,2.4628,8.5375,457.8200842,0.196477163,287.9988772,0.142775538,0.18204,53.16943169,47.19855949,53.08128589,0.9032547,6.097607245,2.944438979
39,40,-28.42846616,120.5529899,8.4,regolith,RE,11.5128,15.584,405.1930143,0.223823446,14.71605293,1.221779533,0.19845,48.49753145,11.66232205,26.53329891,0.957898671,5.735666549,2.128231706
40,41,-28.42503631,120.1262801,17,igneous felsic intrusive,IFI,0,4.9572,482.2695117,0.38557376,231.649109,0.254409429,0.1668,52.12165309,41.58010302,52.52908003,0.851771903,5.844688788,2.833213344
41,42,-28.42351616,120.52832,18,regolith,RE,10.3181,13.1315,406.1970116,0.174873657,36.35458231,0.941574918,0.20523,47.54114047,11.15365722,28.83188189,0.955267814,5.748956091,2.890371758
42,43,-28.42103616,120.2926098,30,regolith,RE,5.7393,4.1645,443.8405224,0.277226596,45.26341234,0.056388661,0.18709,49.85030558,24.58695257,41.25995507,0.911080508,5.791056216,3.401197382
43,44,-28.41973615,120.6121999,7.6,regolith,RE,14.1971,14.5164,401.325085,0.10352378,23.29587717,0.600920036,0.18793,47.95173027,16.52908657,20.82384496,0.940830855,5.773639125,2.028148247
44,45,-28.41643621,120.44339,15,regolith,RE,4.4902,5.5775,410.6440741,0.144693244,43.21966293,0.607971619,0.18961,47.7878215,12.63305031,33.97151239,0.933840797,5.830165414,2.708050201
45,46,-28.41445632,120.0554301,22,regolith,RE,2.3583,11.664,450.5335678,0.207311728,292.9932732,2.295232368,0.20229,50.98739956,48.59921698,50.91173198,0.906108802,6.052237225,3.091042453
46,47,-28.4118062,120.38929,40,regolith,RE,3.3743,1.7663,422.3645442,0.162448053,50.26507435,2.456350918,0.20967,49.23366469,16.0744996,35.46247102,0.891839012,5.968959788,3.688879454
47,48,-28.41125627,120.1951701,32,regolith,RE,0.7493,2.8191,463.8031125,0.249239306,23.10626744,0.03483709,0.17272,49.89353308,35.16589236,47.46758792,0.866716383,5.9675302,3.465735903
48,49,-28.41087615,120.7002798,10,regolith,RE,10.8376,5.2349,399.4238124,0.09221777,195.7580932,0.180977514,0.21362,40.5124645,12.52504707,12.66957071,0.952794116,5.838192392,2.302585093
49,50,-28.41080619,120.4891,14,regolith,RE,9.1986,9.9325,405.7817057,0.161637848,176.812444,2.231942254,0.19434,46.89219453,11.50062227,32.2292048,0.965131209,5.803598999,2.63905733
50,51,-28.40751632,120.0982901,14,igneous felsic intrusive,IFI,0,8.3594,466.7967167,0.314353033,236.116096,0.220134402,0.17228,50.46730963,44.6435704,50.36282353,0.872190991,5.869736198,2.63905733
51,52,-28.40679617,120.3639,24,regolith,RE,1.4208,0.1336,426.3489302,0.183446545,111.5821063,0.335952668,0.19232,47.98603368,18.94159051,35.64188454,0.923853614,5.925291664,3.17805383
52,53,-28.4056662,120.2404502,30,high grade metamorphic rock,HGMR,1.2317,0.7046,449.7803915,0.285345025,52.59176751,0.297460571,0.17749,48.13743059,30.87566782,43.31163882,0.849805755,5.815616344,3.401197382
53,54,-28.39937629,120.1658001,22,regolith,RE,0.0382,5.3937,466.6570564,0.3841574,52.28766907,0.487424531,0.1826,49.34190016,38.02310569,48.90533007,0.868578422,5.740334851,3.091042453
54,55,-28.39639617,120.32527,8.5,high grade metamorphic rock,HGMR,3.5426,3.0882,433.1696502,0.233791332,307.3567582,0.210610379,0.17316,46.82086512,22.68576853,36.59719773,0.912755696,5.924014479,2.140066163
55,56,-28.39545615,120.7724398,11,regolith,RE,4.1442,4.1873,414.6644123,0.179895443,200.9083639,2.453381046,0.2151,34.37711038,5.727514617,8.153663077,0.968556887,5.900773435,2.397895273
56,57,-28.39466614,120.6818299,12,regolith,RE,10.8863,6.3257,403.2703519,0.157488592,188.4550961,2.53346026,0.20344,40.2435944,11.68406827,12.58212554,0.955101451,5.803723378,2.48490665
57,58,-28.39012629,120.1507901,32,igneous felsic intrusive,IFI,0,7.0623,473.3243091,0.412286116,71.15253781,0.052155082,0.1678,48.74746774,39.05624038,49.05169284,0.800378644,5.687492842,3.465735903
58,59,-28.38918615,120.56237,7.4,regolith,RE,9.1278,18.1323,399.7442793,0.043431078,163.602205,0.040629035,0.12744,43.52737877,16.44768831,23.6938601,0.913865711,6.073828209,2.00148
59,60,-28.38489617,120.37496,22,regolith,RE,0.8402,2.3183,424.0170149,0.334441157,86.53216116,0.03075086,0.18866,46.08154445,19.62933955,33.40779903,0.966559321,5.701592387,3.091042453
60,61,-28.38402614,120.6609799,21,regolith,RE,11.3079,8.4777,404.7506944,0.156699233,199.4056301,3.044995849,0.1977,40.87373701,12.05774805,13.61574749,0.946152901,5.839066654,3.044522438
61,62,-28.38370614,120.6067499,13.5,regolith,RE,10.4853,14.495,400.7596284,0.027583152,192.3496469,0.10555048,0.18833,44.00456204,16.50884254,18.98644717,0.913509799,5.848129826,2.602689685
62,63,-28.38283616,120.45307,14,regolith,RE,8.0113,8.8222,404.6953833,0.127961659,62.35552705,2.009675288,0.19053,44.63961456,15.10356267,30.85119514,0.92655481,5.821457921,2.63905733
63,64,-28.38011618,120.2577898,15,regolith,RE,2.8757,1.0966,435.4954972,0.200698353,40.87601197,1.87630572,0.18465,44.97159482,28.49689425,39.74137364,0.875944663,5.874624372,2.708050201
64,65,-28.38008612,120.7499899,14,regolith,RE,4.8295,1.3721,418.0267328,0.213339257,213.4788589,0.197348612,0.2083,33.75686644,5.794160625,6.346186464,0.944635355,5.897472636,2.63905733
65,66,-28.37845617,120.33861,13,high grade metamorphic rock,HGMR,1.7422,1.5444,427.6238981,0.329441079,309.5962915,0.077869373,0.19265,44.84492876,23.00653359,34.36701885,0.952956047,5.846231801,2.564949357
66,67,-28.37840618,120.40872,20,regolith,RE,4.6557,5.9101,412.4210872,0.137743984,50.51297192,2.518958642,0.19271,44.95642063,18.04006037,31.03322504,0.917430877,5.796776158,2.995732274
67,68,-28.37590615,120.49417,6,regolith,RE,9.6862,12.7886,399.3083907,0.05876419,49.63778592,0,0.16032,42.92856591,15.5000133,29.50891834,0.878541186,6.039772385,1.791759469
68,69,-28.37396617,120.2819098,33,regolith,RE,5.4891,0.193,429.4975075,0.20617708,38.70708104,0.302539022,0.1909,44.85422696,26.45446186,37.79702608,0.888367925,6.000266192,3.496507561
69,70,-28.36575613,120.5491799,32,regolith,RE,6.4179,18.2679,398.890484,0.041442322,214.3175692,0,0.11859,41.49165921,17.14606811,25.12351225,0.832029372,6.013961242,3.465735903
70,71,-28.36231613,120.6413799,19,regolith,RE,11.0236,10.7852,410.3871882,0.165766881,221.6433719,1.962102071,0.20192,40.27821393,11.50955725,14.20892695,0.906841627,5.907929903,2.944438979
71,72,-28.3606963,120.1305,24,regolith,RE,1.6363,11.007,451.0563617,0.314428722,269.3356825,0.010362333,0.17243,45.3508072,38.69695646,45.79462661,0.869070563,5.788492583,3.17805383
72,73,-28.35940633,120.0557401,22,igneous felsic intrusive,IFI,0,15.4886,442.9730794,0.285281351,325.400549,0.275404108,0.16311,45.00821815,45.00821815,44.92896171,0.848149834,5.758793838,3.091042453
73,74,-28.35934611,120.7489399,17,regolith,RE,3.0301,1.1423,425.5497419,0.223455916,200.1776627,0.430810148,0.19286,32.11501951,4.371783839,4.438514545,0.939922126,5.909802398,2.833213344
74,75,-28.35900627,120.2240301,26,regolith,RE,1.4123,2.9541,436.3705789,0.251572592,26.65504327,0.22915515,0.19191,43.44909903,30.22151013,41.13834677,0.880022305,5.910833733,3.258096538
75,76,-28.35745632,120.1012301,24,igneous felsic intrusive,IFI,0,12.8883,451.697442,0.306266474,28.32172011,0.253280418,0.16343,45.72319876,41.37256178,45.60515727,0.841387518,5.77197882,3.17805383
76,77,-28.35623615,120.46228,12,regolith,RE,10.9739,11.7099,400.7312638,0.074942983,56.9953118,0.477296167,0.19116,41.49354759,15.67919954,27.74038263,0.922448617,5.756564806,2.48490665
77,78,-28.35219626,120.2308101,24,regolith,RE,1.8369,2.325,430.6607045,0.271494006,38.05281793,0.216883887,0.19275,42.30843573,28.82253617,39.72456185,0.90597264,5.90778432,3.17805383
78,79,-28.35141612,120.7813999,14,regolith,RE,1.0336,4.7423,432.012291,0.195687363,202.2331474,0.349130952,0.18237,29.6045523,1.551933918,3.444601173,0.900536503,5.924467399,2.63905733
79,80,-28.35126609,120.8120399,15,igneous felsic intrusive,IFI,0,8.1434,431.7485605,0.228783732,163.1742302,0.559703094,0.17601,27.49053019,1.343442681,6.255734372,0.929961644,5.763960332,2.708050201
80,81,-28.34918627,120.2164401,36,regolith,RE,2.7871,3.9546,433.0243852,0.235096161,36.08678306,0.564672274,0.19557,42.46258992,29.63359694,40.42022686,0.888842505,5.984710222,3.583518938
81,82,-28.34894615,120.47469,20,regolith,RE,9.3764,13.218,399.6058661,0.029035041,58.92343739,1.125929268,0.18325,40.30855398,14.60965877,26.63213185,0.89813394,5.962683364,2.995732274
82,83,-28.34768612,120.7011699,12,regolith,RE,5.4624,4.1577,419.0668203,0.203504726,202.9166167,0.004711618,0.20012,35.21724257,6.425236448,8.216457423,0.936112585,5.903422247,2.48490665
83,84,-28.34706618,120.35321,15,high grade metamorphic rock,HGMR,3.9003,0.5972,422.744115,0.411029657,310.4715451,0.081161745,0.17809,41.93067113,19.40956119,30.76638922,0.962130105,5.734461782,2.708050201
84,85,-28.34662631,120.1093401,26,igneous felsic intrusive,IFI,0,13.5019,445.4140357,0.282607593,131.3554938,0.40243014,0.16903,44.95467283,40.03857871,44.82754341,0.874304593,5.857137796,3.258096538
85,86,-28.34578664,121.1984099,9.4,regolith,RE,0.8349,40.2045,495.6484766,0.247024111,132.0063752,0.271912365,0.1736,4.19163526,4.170351027,2.530177998,0.860789732,5.566675956,2.240709689
86,87,-28.34386616,120.39194,13,regolith,RE,5.3934,4.4184,411.4600326,0.254842683,19.0655901,2.155647445,0.1893,41.36762294,16.55495159,28.02767786,0.969642778,5.627028435,2.564949357
87,88,-28.34155629,120.1558001,14,regolith,RE,0.2007,10.7268,439.9806894,0.28074404,348.7528655,0.332775098,0.1685,42.67347769,35.11183271,43.04262203,0.897287959,5.797185284,2.63905733
88,89,-28.33896612,120.6196599,22,regolith,RE,8.094,13.2097,411.0563429,0.151113331,204.3157337,0.195445794,0.18511,39.24865324,12.64560832,16.72926274,0.900991441,5.830195023,3.091042453
89,90,-28.33559613,120.5820399,19,regolith,RE,4.5818,17.174,407.9907996,0.162238191,219.5130215,0.339809067,0.18568,37.67674222,13.22866146,20.62310502,0.921436714,5.838570627,2.944438979
90,91,-28.33465636,121.0697501,14,igneous volcanic,IV,3.3525,33.7387,474.0310667,0.242375481,213.2869282,0.215341387,0.14932,8.570306746,2.895115068,7.419357894,0.86240255,5.870004742,2.63905733
91,92,-28.33367644,121.2186401,8.8,regolith,RE,2.3547,40.3135,496.3110572,0.238518651,175.247035,0.337991365,0.17131,6.281901474,5.038213739,4.622013277,0.901138741,5.626639869,2.174751721
92,93,-28.33154613,120.5472599,18,regolith,RE,2.6324,20.1348,404.0618348,0.156818823,196.963184,0.215072063,0.20032,37.49170225,13.15404513,24.61795127,0.935426944,5.8116319,2.890371758
93,94,-28.3314166,121.2047999,2.8,regolith,RE,1.4329,39.2397,498.4560893,0.241738398,136.9455586,0.163742032,0.17143,4.305277446,3.42713333,2.781946269,0.851648487,5.543117555,1.029619417
94,95,-28.32966633,120.0703601,22,igneous felsic intrusive,IFI,0,17.2282,434.4081797,0.238346686,328.8855198,1.404757731,0.17237,42.12750094,42.12750094,42.03758946,0.927349597,5.892921837,3.091042453
95,96,-28.3294462,120.2756399,19,regolith,RE,6.4491,2.237,415.520266,0.235121274,16.86580452,2.155978459,0.19044,39.87418462,23.64956649,34.73969587,0.932792589,5.769272507,2.944438979
96,97,-28.32748612,120.7323099,14,regolith,RE,1.6426,0.7044,433.8801808,0.2601635,207.0981255,0.476704711,0.18837,31.02538864,2.795707548,3.769010047,0.902424968,5.801591239,2.63905733
97,98,-28.32644619,120.33454,22,regolith,RE,6.5493,1.9473,407.8313734,0.149345078,19.18062712,0.843237593,0.18669,38.84658727,18.00644476,29.37796608,0.937496966,5.7178273,3.091042453
98,99,-28.32619642,121.08417,4.4,igneous mafic intrusive,IMI,1.5114,33.1818,483.0034036,0.335346755,235.9589049,0.105276683,0.14659,6.346809608,1.921384999,5.461667154,0.874435045,5.825988691,1.481604541
99,100,-28.32415606,120.9648904,14,regolith,RE,3.5249,25.1135,449.9622824,0.306162347,226.6101974,1.205164648,0.15634,16.16011591,2.231056282,1.641953402,0.914137789,5.597956012,2.63905733
100,101,-28.32347636,121.06529,12,igneous volcanic,IV,3.0117,32.4251,478.4122801,0.279212748,188.4242746,0.461802232,0.14553,7.948213575,1.9249819,6.436453676,0.851724626,5.881167376,2.48490665
101,102,-28.31949616,120.40505,8,regolith,RE,8.4619,5.9959,403.6238862,0.113727568,36.85720727,0.091330795,0.18327,39.22412951,14.33350115,25.79317407,0.9308314,5.68367376,2.079441542
102,103,-28.31631614,120.49839,22,regolith,RE,5.5246,14.7628,402.9570613,0.174632557,205.5826733,1.502793877,0.20565,35.85750422,10.67978555,22.50535017,0.968179307,5.778385895,3.091042453
103,104,-28.31612612,120.7614899,21,igneous felsic intrusive,IFI,0,2.5473,450.4844862,0.339242847,200.7062027,0.747745793,0.16151,27.55039917,0.282113882,1.040897192,0.915399974,5.778029673,3.044522438
104,105,-28.31584612,120.7122899,17,regolith,RE,1.8766,2.9137,437.7189742,0.270142943,218.0014549,0.186867252,0.19099,30.98597969,2.170198158,5.656615394,0.91105286,5.861533025,2.833213344
105,106,-28.3140863,120.2131801,24,regolith,RE,3.6989,4.8967,421.5724114,0.20942943,22.84876031,3.065506914,0.17411,38.71624644,28.40427991,38.43531349,0.889615271,5.829582318,3.17805383
106,107,-28.31348666,121.1254798,6.2,igneous felsic intrusive,IFI,0,33.3071,498.9636561,0.333147936,231.8564486,0.150438365,0.15378,2.50724067,1.083606969,1.397650716,0.818655651,5.745209325,1.824549292
107,108,-28.31203634,120.06138,20,regolith,RE,0.1858,19.4216,426.5947677,0.191023639,329.1008556,3.441171162,0.1792,40.0303263,40.0303263,39.94726802,0.93283456,5.851367234,2.995732274
108,109,-28.31023615,120.46773,26,regolith,RE,8.7091,11.3647,401.2283567,0.064109241,179.7942119,0.627324347,0.19028,36.62618754,10.71746597,22.79267976,0.943119961,5.943222852,3.258096538
109,110,-28.30939613,120.5748599,15,regolith,RE,2.1597,16.4174,411.3211626,0.145872839,214.4841419,0.162635251,0.15875,35.59753684,11.28542255,21.60836772,0.89815629,5.996633638,2.708050201
110,111,-28.3089463,120.12238,25,regolith,RE,2.8095,14.9113,429.3921803,0.232955398,38.34742363,2.961342757,0.19276,40.8457029,37.56218686,41.00282862,0.875171946,5.8657618,3.218875825
111,112,-28.3073763,120.1641701,21,regolith,RE,0.2573,10.3761,421.772182,0.220663971,14.78489951,2.924565527,0.18235,38.55151889,32.53722319,38.93659825,0.939535626,5.720343522,3.044522438
112,113,-28.30736615,120.7967799,55,regolith,RE,0.875,6.4657,451.7281735,0.241506983,169.0905028,0.133662811,0.19069,24.32980158,3.402154767,3.881438732,0.905396725,5.86673216,4.007333185
113,114,-28.30717627,120.23352,26,regolith,RE,6.05,2.8371,415.3629672,0.226134427,31.37945695,2.449991155,0.18059,37.36636035,26.16850316,36.26563988,0.946865662,5.674535145,3.258096538
114,115,-28.3067162,121.0060803,12,meta-igneous mafic/ultramafic volcanic,MIMU,5.9992,29.6907,470.0045956,0.487706118,323.4361946,0.097787783,0.15643,12.1171552,0.073087463,1.56356924,0.907862459,5.657267968,2.48490665
115,116,-28.30304606,120.8644201,16,high grade metamorphic rock,HGMR,0.4108,13.989,446.9000087,0.24499928,137.8688897,0.354520792,0.16596,20.60395,5.845080669,5.815489842,0.928520299,5.758394266,2.772588722
116,117,-28.30226613,120.52953,21,regolith,RE,1.7937,17.3914,409.8970782,0.176911027,210.8925715,2.518000251,0.20513,34.55900359,9.975375809,21.76521703,0.930800365,5.856200869,3.044522438
117,118,-28.30090612,120.6717399,22,regolith,RE,5.1969,6.7822,431.3319267,0.252962602,218.7580801,0.25922708,0.18526,34.17495123,5.78009207,10.7528737,0.869932767,5.901807484,3.091042453
118,119,-28.30014617,120.35893,9.5,regolith,RE,9.1252,2.7288,404.2887196,0.063034006,85.55848543,0,0.13224,36.94212966,15.19966731,26.58097304,0.908229279,6.052998937,2.251291799
119,120,-28.29951669,121.0975498,3,igneous volcanic,IV,0.1323,30.7621,500.5580605,0.376784043,228.868002,0.021494068,0.14661,3.711076006,0.934914491,3.733335007,0.820914369,5.662497004,1.098612289
120,121,-28.29934621,120.29755,1.5,regolith,RE,10.3484,3.1311,405.917229,0.031950924,191.1933398,0,0.15651,35.82231799,18.8231012,29.8004498,0.990636288,5.883116384,0.405465108
121,122,-28.29745642,121.19338,4.8,regolith,RE,0.0495,35.412,512.0117361,0.266586453,194.4579024,0.013120562,0.14448,4.680682891,0.445979405,1.814374304,0.888341417,5.695182135,1.568615918
122,123,-28.29697666,121.1402798,3.2,igneous felsic intrusive,IFI,0,32.3282,508.0491618,0.274849896,241.0714224,0.178885915,0.1417,0.320640258,0.320640258,0.189109697,0.863947662,5.910476912,1.16315081
123,124,-28.29675612,120.6147199,21,regolith,RE,5.0939,11.8621,422.3548147,0.168131415,221.4058251,0.293095227,0.17444,34.35502997,9.020569213,16.83549981,0.868153695,6.057422857,3.044522438
124,125,-28.29533632,121.0155901,6.2,regolith,RE,5.9841,28.7133,467.1585783,0.248734291,305.8834093,0.042093937,0.17034,10.72504103,1.069823087,2.846687002,0.876480623,5.67092115,1.824549292
125,126,-28.29409615,120.48783,17,regolith,RE,6.4214,12.7587,406.3066084,0.189435062,230.5863308,0.447148775,0.23074,34.0406233,8.597747873,20.511841,0.96344195,5.863629559,2.833213344
126,127,-28.29209607,120.8885802,13,regolith,RE,1.4128,16.7434,449.0510887,0.255274975,219.2148204,0.067185649,0.15756,18.17025488,7.59168619,4.953258311,0.923238913,5.797559325,2.564949357
127,128,-28.29085614,120.7735599,6.1,regolith,RE,0.3132,4.0896,461.7382714,0.380810561,172.7205573,0.153596486,0.17085,25.37983212,2.495599769,2.885659279,0.890168836,5.613184321,1.808288771
128,129,-28.28943617,120.8063199,8.7,regolith,RE,0.111,7.6952,459.4453984,0.259999715,190.4360697,0.032254238,0.1614,22.11761769,5.520256462,5.857399519,0.878754418,5.911725765,2.163323026
129,131,-28.28791615,120.47701,22,regolith,RE,7.6947,11.3883,404.8159886,0.202953274,206.3677441,0.359345716,0.17963,33.47387008,7.620998565,19.67838504,0.904308413,5.820226461,3.091042453
130,132,-28.28499612,120.7239699,15,regolith,RE,1.1469,1.0644,451.8594703,0.346213602,223.9920301,0.245502484,0.16631,28.23862974,0.42269699,5.996167491,0.904617307,5.813546803,2.708050201
131,133,-28.28485617,120.368,6.5,regolith,RE,10.9071,0.7689,403.8089051,0.031998563,167.3418622,0.113791139,0.14592,35.03682681,13.0091966,24.37796609,0.923371659,5.850117135,1.871802177
132,134,-28.28436609,120.8611101,11,regolith,RE,0.6997,13.793,450.9540018,0.192673253,138.9418442,0.105206996,0.15952,18.90569701,7.843129784,7.263214905,0.924569262,5.69802461,2.397895273
133,135,-28.28413616,120.9321002,4.2,igneous felsic intrusive,IFI,0,21.629,460.0451896,0.270631803,155.732513,0.024107846,0.17123,14.86350699,6.757485856,6.739044535,0.916400246,5.668604287,1.435084525
134,136,-28.28313619,120.34233,4.4,regolith,RE,11.07,2.1077,405.1175769,0.041881768,83.61757345,0,0.14595,34.88474992,14.354865,25.62797227,0.87027375,5.95848137,1.481604541
