"model","fold","o","p","DLONG","DLAT","autofit_model","autofit_psill","autofit_range","autofit_kappa"
"lm",1,5.28066243130932,2.96456335827509,120.54365,-27.7334,NA,NA,NA,NA
"lm",1,3.97029191355212,3.3352765174194,120.66802,-27.72647,NA,NA,NA,NA
"lm",1,1.94591014905531,2.01428259585608,120.20545,-27.72435,NA,NA,NA,NA
"lm",1,2.94443897916644,2.91015601169454,120.52802,-27.71667,NA,NA,NA,NA
"lm",1,2.07944154167984,2.7273025771075,120.71129,-27.71525,NA,NA,NA,NA
"lm",1,1.6094379124341,2.66420635568911,120.77287,-27.70319,NA,NA,NA,NA
"lm",1,1.6094379124341,2.93332357127926,120.53861,-27.70194,NA,NA,NA,NA
"lm",1,2.39789527279837,1.79874477808206,120.18538,-27.67059,NA,NA,NA,NA
"lm",1,0.182321556793955,2.65448001431021,120.41385,-27.66678,NA,NA,NA,NA
"lm",1,3.76120011569356,3.07671322484978,120.66209,-27.65319,NA,NA,NA,NA
"lm",1,2.484906649788,2.59441715213518,120.73377,-27.64648,NA,NA,NA,NA
"lm",1,2.63905732961526,2.09898500358383,120.33169,-27.63963,NA,NA,NA,NA
"lm",1,2.94443897916644,2.35430010488242,120.41902,-27.62578,NA,NA,NA,NA
"lm",1,-0.510825623765991,2.6446718301938,120.30353,-27.62007,NA,NA,NA,NA
"lm",1,2.99573227355399,2.69089304970854,120.68142,-27.61525,NA,NA,NA,NA
"lm",1,4.26267987704132,3.27749900573237,120.62032,-27.59962,NA,NA,NA,NA
"lm",1,1.6094379124341,2.1978918012574,120.751,-27.59748,NA,NA,NA,NA
"lm",1,2.70805020110221,2.90047292587903,120.64624,-27.57844,NA,NA,NA,NA
"lm",1,2.94443897916644,2.61249788444346,120.75799,-27.54665,NA,NA,NA,NA
"lm",1,3.09104245335832,3.76387800201868,120.60048,-27.54547,NA,NA,NA,NA
"lm",1,4.26267987704132,2.82970557597285,120.52608,-27.51983,NA,NA,NA,NA
"lm",1,1.94591014905531,1.26584457994427,120.08854,-27.50866,NA,NA,NA,NA
"lm",1,2.07944154167984,1.59874421451613,120.07498,-27.49309,NA,NA,NA,NA
"lm",1,2.07944154167984,2.35469634907452,120.47037,-27.48203,NA,NA,NA,NA
"lm",1,2.56494935746154,2.53264076773658,120.40309,-27.46646,NA,NA,NA,NA
"lm",1,2.39789527279837,2.48343488699592,120.51433,-27.46626,NA,NA,NA,NA
"lm",1,1.79175946922805,2.39094764086752,120.36606,-27.4585,NA,NA,NA,NA
"lm",1,1.79175946922805,2.15989068856792,120.2388,-27.45528,NA,NA,NA,NA
"lm",1,2.77258872223978,3.26824130853157,120.57926,-27.42943,NA,NA,NA,NA
"lm",1,1.79175946922805,3.3490243686274,120.52501,-27.4058,NA,NA,NA,NA
"lm",1,2.484906649788,2.11215957905797,120.81184,-27.36682,NA,NA,NA,NA
"lm",1,1.6094379124341,2.49078839188305,120.3963,-27.36182,NA,NA,NA,NA
"lm",1,2.63905732961526,1.55582306047168,120.11852,-27.35145,NA,NA,NA,NA
"lm",1,2.07944154167984,2.64698933687147,120.63514,-27.33867,NA,NA,NA,NA
"lm",1,2.07944154167984,2.7262706293698,120.42168,-27.33478,NA,NA,NA,NA
"lm",1,2.484906649788,1.89318993050933,120.15279,-27.33381,NA,NA,NA,NA
"lm",1,2.07944154167984,1.94829079278546,120.83752,-27.30957,NA,NA,NA,NA
"lm",1,2.99573227355399,2.26498752885907,120.63226,-27.29371,NA,NA,NA,NA
"rf",1,3.25809653802148,2.10240077325264,120.4861,-28.51064,NA,NA,NA,NA
"rf",1,2.484906649788,2.22787367296882,120.49488,-28.49414,NA,NA,NA,NA
"rf",1,4.27666611901606,2.21255448203993,120.45822,-28.49214,NA,NA,NA,NA
"rf",1,2.30258509299405,1.79924012196703,120.5647,-28.48232,NA,NA,NA,NA
"rf",1,2.89037175789616,2.3760902852806,120.31014,-28.45715,NA,NA,NA,NA
"rf",1,1.09861228866811,2.30681593527008,120.25857,-28.43639,NA,NA,NA,NA
"rf",1,3.04452243772342,2.49822520400573,120.29261,-28.42104,NA,NA,NA,NA
"rf",1,2.484906649788,2.63021565234739,120.44339,-28.41644,NA,NA,NA,NA
"rf",1,2.63905732961526,2.66167716288507,120.38929,-28.41181,NA,NA,NA,NA
"rf",1,2.484906649788,2.50899761422833,120.1658,-28.39938,NA,NA,NA,NA
"rf",1,3.04452243772342,2.90828366141718,120.15079,-28.39013,NA,NA,NA,NA
"rf",1,2.07944154167984,2.75226428170271,120.33861,-28.37846,NA,NA,NA,NA
"rf",1,1.6094379124341,2.51932728162458,120.64138,-28.36232,NA,NA,NA,NA
"rf",1,1.38629436111989,2.44647394033533,120.74894,-28.35935,NA,NA,NA,NA
"rf",1,3.71357206670431,3.30865556938161,121.06975,-28.33466,NA,NA,NA,NA
"rf",1,2.56494935746154,2.5456896251789,120.07036,-28.32967,NA,NA,NA,NA
"rf",1,3.36729582998647,2.48649413574564,120.21318,-28.31409,NA,NA,NA,NA
"rf",1,1.94591014905531,3.54197564612576,121.09755,-28.29952,NA,NA,NA,NA
"rf",1,2.07944154167984,2.31069738861683,120.29755,-28.29935,NA,NA,NA,NA
"rf",1,1.09861228866811,2.33978364989734,120.61472,-28.29676,NA,NA,NA,NA
"rf",1,1.6094379124341,2.30640467952734,120.80632,-28.28944,NA,NA,NA,NA
"rf",1,2.07944154167984,2.36642074895065,120.34233,-28.28314,NA,NA,NA,NA
"rf",1,2.63905732961526,3.30657835597094,120.45584,-28.28031,NA,NA,NA,NA
"rf",1,3.49650756146648,3.84676401530682,120.47018,-28.27403,NA,NA,NA,NA
"rf",1,4.40671924726425,3.8770538843311,120.47007,-28.274,NA,NA,NA,NA
"rf",1,4.55387689160054,3.82091186071945,120.47104,-28.27388,NA,NA,NA,NA
"rf",1,3.49650756146648,3.40157481385706,120.47467,-28.27345,NA,NA,NA,NA
"rf",1,3.43398720448515,3.40157481385706,120.476,-28.27328,NA,NA,NA,NA
"rf",1,2.70805020110221,3.40157481385706,120.47617,-28.27327,NA,NA,NA,NA
"rf",1,2.07944154167984,3.55054112620858,120.47653,-28.27326,NA,NA,NA,NA
"rf",1,3.76120011569356,3.57225411831919,120.47668,-28.27313,NA,NA,NA,NA
"rf",1,1.38629436111989,2.60047460221648,120.24751,-28.26111,NA,NA,NA,NA
"rf",1,1.79175946922805,2.82980790609672,120.45526,-28.25692,NA,NA,NA,NA
"rf",1,2.99573227355399,2.6361897588051,120.42219,-28.24572,NA,NA,NA,NA
"rf",1,4.17438726989564,3.53349959234255,120.8729,-28.24239,NA,NA,NA,NA
"rf",1,2.30258509299405,2.51992434927932,120.2483,-28.24124,NA,NA,NA,NA
"rf",1,2.63905732961526,2.6186711053767,120.37454,-28.23702,NA,NA,NA,NA
"rf",1,2.30258509299405,2.49795595917967,120.33334,-28.23531,NA,NA,NA,NA
"rf",1,4.35670882668959,3.61739475797968,121.03916,-28.23325,NA,NA,NA,NA
"rf",1,3.25809653802148,2.48096051646402,120.5894,-28.2296,NA,NA,NA,NA
"rf",1,3.43398720448515,3.82088072393229,121.05273,-28.22525,NA,NA,NA,NA
"rf",1,4.17438726989564,3.90629739223374,120.90232,-28.22247,NA,NA,NA,NA
"rf",1,4.68582808900555,4.02419004860573,120.89085,-28.20257,NA,NA,NA,NA
"rf",1,4.70138904372863,4.13372337972345,120.88673,-28.20232,NA,NA,NA,NA
"rf",1,2.484906649788,2.26995138731656,120.29393,-28.18798,NA,NA,NA,NA
"rf",1,2.94443897916644,3.9587278395378,120.71763,-28.17481,NA,NA,NA,NA
"rf",1,2.99573227355399,2.78979345084403,121.0969,-28.16755,NA,NA,NA,NA
"rf",1,2.30258509299405,2.02236633420865,120.20667,-28.16088,NA,NA,NA,NA
"rf",1,2.89037175789616,2.74276733630104,121.07542,-28.15903,NA,NA,NA,NA
"rf",1,3.46573590279973,2.58077772523544,120.45028,-28.15127,NA,NA,NA,NA
"rf",1,1.6094379124341,2.79088235413239,121.09475,-28.14376,NA,NA,NA,NA
"rf",1,0.693147180559945,2.83788920097766,120.72917,-28.13653,NA,NA,NA,NA
"rf",1,3.68887945411394,3.06034199432006,120.98367,-28.12928,NA,NA,NA,NA
"rf",1,2.63905732961526,2.5305593745988,120.70793,-28.11802,NA,NA,NA,NA
"rf",1,3.25809653802148,3.75562903528,120.45228,-28.11621,NA,NA,NA,NA
"rf",1,2.83321334405622,2.97589126542317,121.0984,-28.1142,NA,NA,NA,NA
